,cand_id,country,endMonth,endYear,name,startMonth,startYear
1,3544.0,,Present,Present,"b""ISEP - \xc3\x83\xc2\xa9cole d'ing\xc3\x83\xc2\xa9nieurs du num\xc3\x83\xc2\xa9rique""",,
2,3544.0,,Present,Present,b'Telecom ParisTech',,
3,3544.0,,Present,1997,b'Ecole nationale sup\xc3\x83\xc2\xa9rieure des T\xc3\x83\xc2\xa9l\xc3\x83\xc2\xa9communications',,1996.0
4,3544.0,,Present,1995,b'Pierre and Marie Curie University',,1994.0
5,3544.0,,Present,1995,"b""Institut sup\xc3\x83\xc2\xa9rieur d'Electronique de Paris""",,1992.0
0,3545.0,,Present,Present,b'Universitatea \xc3\xa2\xc2\x80\xc2\x9ePolitehnica\xc3\xa2\xc2\x80\xc2\x9d din Bucure\xc3\x88\xc2\x99ti',,
1,3545.0,,Present,2000,b'Universitatea \xc3\xa2\xc2\x80\xc2\x9ePolitehnica\xc3\xa2\xc2\x80\xc2\x9d din Bucure\xc3\x88\xc2\x99ti',,1995.0
0,3546.0,,Present,Present,b'British Columbia Institute of Technology',,
1,3546.0,,Present,2013,b'British Columbia Institute of Technology',,2009.0
2,3546.0,,Present,2010,b'British Columbia Institute of Technology',,2009.0
3,3546.0,,Present,2015,b'British Columbia Institute of Technology / BCIT',,2009.0
0,3547.0,,Present,Present,b'Emily Carr University of Art and Design',,
1,3547.0,,Present,Present,b'Visvesvaraya Technological University',,
2,3547.0,,Present,2002,b'Visvesvaraya Technological University',,1998.0
3,3547.0,,Present,2013,b'Emily Carr Institute of Art & Design',,2011.0
0,3548.0,,Present,Present,b'University of Manitoba',,
1,3548.0,,Present,2004,b'University of Manitoba',,2000.0
2,3548.0,,Present,Present,b'University of Manitoba',,
0,3549.0,,Present,Present,b'De La Salle University',,
1,3549.0,,Present,2007,b'De La Salle University',,2004.0
0,3551.0,,Present,2006,b'ISIMA',,2003.0
0,3553.0,,Present,2006,b'BPUT India',,2002.0
0,3554.0,,Present,Present,b'The University of British Columbia',,
1,3554.0,,Present,Present,"b""Bishop's University""",,
2,3554.0,,Present,2005,"b""Bishop's University""",,2001.0
3,3554.0,,Present,2007,b'The University of British Columbia',,2005.0
0,3555.0,,Present,Present,b'The University of British Columbia',,
1,3555.0,,Present,Present,b'Langara College',,
2,3555.0,,Present,2005,b'Langara College',,2000.0
3,3555.0,,Present,2008,b'The University of British Columbia / UBC',,2005.0
0,3556.0,,Present,2012,b'University of British Columbia',,2008.0
0,3557.0,,Present,Present,b'The University of British Columbia',,
1,3557.0,,Present,Present,b'Jadavpur University',,
2,3557.0,,Present,2010,b'The University of British Columbia',,2008.0
3,3557.0,,Present,2005,b'Jadavpur University',,2001.0
0,3559.0,,Present,2007,"b'Software Productivity Center, SFU'",,2007.0
1,3559.0,,Present,2013,b'Dell Boomi Training',,2013.0
2,3559.0,,Present,2012,b'Liferay Corp.',,2011.0
0,3560.0,,Present,Present,b'British Columbia Institute of Technology',,
1,3560.0,,Present,Present,b'The University of British Columbia',,
2,3560.0,,Present,2005,b'The University of British Columbia',,2000.0
3,3560.0,,Present,Present,b'British Columbia Institute of Technology / BCIT',,2011.0
0,3561.0,,Present,Present,b'Princeton University',,
1,3561.0,,Present,2009,b'Princeton University',,2005.0
0,3562.0,,Present,Present,b'Red River College',,
1,3562.0,,Present,2010,b'Red River College',,2008.0
0,3566.0,,Present,2008,b'University of Manitoba',,2004.0
0,3567.0,,Present,Present,b'Simon Fraser University',,
1,3567.0,,Present,1996,b'Simon Fraser University',,1989.0
0,3572.0,,Present,Present,b'British Columbia Institute of Technology',,
1,3572.0,,Present,Present,b'The University of British Columbia',,
2,3572.0,,Present,Present,b'The University of British Columbia',,
3,3572.0,,Present,Present,b'British Columbia Institute of Technology',,
0,3574.0,,Present,Present,b'The University of British Columbia',,
1,3574.0,,Present,2008,b'The University of British Columbia',,2006.0
2,3574.0,,Present,2005,"b'Birla Institute of Technology and Science,Pilani'",,2000.0
0,3575.0,,Present,Present,b'Camosun College',,
1,3575.0,,Present,2006,b'Camosun College',,2004.0
2,3575.0,,Present,Present,b'Camosun College',,
3,3575.0,,Present,2006,b'Camosun College',,2004.0
0,3579.0,,Present,Present,b'Simon Fraser University',,
1,3579.0,,Present,Present,b'National University of Singapore',,
2,3579.0,,Present,Present,"b""Xi'an Jiaotong University""",,
3,3579.0,,Present,Present,"b""Xi'an Jiaotong University""",,
4,3579.0,,Present,2008,b'Simon Fraser University',,2003.0
5,3579.0,,Present,2001,b'National University of Singapore',,1999.0
0,3581.0,,Present,Present,b'Technion - Israel Institute of Technology',,
1,3581.0,,Present,Present,b'Technion - Israel Institute of Technology',,
0,3587.0,,5,1986,b'UNB',9.0,1982.0
1,3587.0,,10,1989,b'UNB',9.0,1986.0
0,3592.0,,Present,Present,b'McGill University',,
1,3592.0,,Present,Present,b'The University of British Columbia',,
2,3592.0,,Present,2003,b'The University of British Columbia',,2000.0
3,3592.0,,Present,2008,b'The University of British Columbia',,2005.0
4,3592.0,,Present,1999,b'McGill University',,1996.0
0,3595.0,,Present,Present,b'University of Alberta',,
1,3595.0,,Present,1999,b'University of Alberta',,1995.0
0,3597.0,,Present,Present,b'West University of Timi\xc3\xaf\xc2\xbf\xc2\xbd\xc3\xaf\xc2\xbf\xc2\xbdoara',,
1,3597.0,,Present,Present,b'Universitatea \xc3\xa2\xc2\x80\xc2\x9ePolitehnica\xc3\xa2\xc2\x80\xc2\x9d din Timi\xc3\x88\xc2\x99oara',,
2,3597.0,,Present,2000,b'Universitatea de Vest din Timi\xc3\x88\xc2\x99oara',,1996.0
3,3597.0,,Present,1993,b'Universitatea \xc3\xa2\xc2\x80\xc2\x9ePolitehnica\xc3\xa2\xc2\x80\xc2\x9d din Timi\xc3\x88\xc2\x99oara',,1988.0
0,3599.0,,Present,Present,b'University of Toronto',,
1,3599.0,,Present,2010,b'University of Toronto',,2005.0
0,3601.0,,Present,Present,b'Sharif University of Technology',,
1,3601.0,,Present,Present,b'University of Toronto',,
2,3601.0,,Present,2008,b'Sharif University of Technology',,2004.0
3,3601.0,,Present,2010,b'University of Toronto',,2008.0
0,3603.0,,Present,Present,b'Simon Fraser University',,
1,3603.0,,Present,2003,b'Simon Fraser University',,1999.0
0,3604.0,,Present,Present,b'University of Cape Town',,
1,3604.0,,Present,Present,b'The University of British Columbia',,
2,3604.0,,Present,2013,b'The University of British Columbia',,2012.0
3,3604.0,,Present,2006,b'University of Cape Town',,2003.0
0,3606.0,,Present,Present,b'University of Victoria',,
1,3606.0,,Present,2000,b'University of Victoria',,1994.0
0,3607.0,,Present,Present,b'Simon Fraser University',,
1,3607.0,,Present,2006,b'Simon Fraser University',,2001.0
0,3608.0,,Present,Present,b'British Columbia Institute of Technology',,
1,3608.0,,Present,1997,b'State Engineering University of Armenia',,1990.0
2,3608.0,,Present,2010,b'British Columbia Institute of Technology',,2010.0
0,3609.0,,Present,Present,b'Simon Fraser University',,
1,3609.0,,Present,Present,b'British Columbia Institute of Technology',,
2,3609.0,,Present,2012,b'Simon Fraser University',,2010.0
3,3609.0,,Present,2010,b'British Columbia Institute of Technology',,2007.0
0,3611.0,,Present,Present,"b'The Academic College of Tel-Aviv, Yaffo'",,
1,3611.0,,Present,2001,"b'The Academic College of Tel-Aviv, Yaffo'",,1997.0
0,3612.0,,Present,Present,b'British Columbia Institute of Technology',,
1,3612.0,,Present,2001,b'British Columbia Institute of Technology / BCIT',,1999.0
2,3612.0,,Present,2006,b'British Columbia Institute of Technology / BCIT',,2004.0
0,3613.0,,Present,Present,b'Guangdong University of Foreign Studies',,
1,3613.0,,Present,1995,b'Guangdong University of Foreign Studies',,1992.0
2,3613.0,,Present,2009,b'IWES',,2009.0
3,3613.0,,Present,1999,b'Guangdong University of Foreign Studies',,1996.0
0,3614.0,,Present,Present,b'The University of British Columbia',,
1,3614.0,,Present,2007,b'The University of British Columbia',,2004.0
2,3614.0,,Present,2004,b'The University of British Columbia',,2000.0
0,3616.0,,Present,2008,"b'Saint-Petersburg State University of Information Technologies, Mechanics and Optics'",,1999.0
0,3617.0,,Present,Present,b'Fudan University',,
1,3617.0,,Present,Present,b'Simon Fraser University',,
2,3617.0,,Present,Present,b'Fudan University',,
3,3617.0,,Present,Present,b'Simon Fraser University',,
0,3618.0,,Present,Present,b'University of Victoria',,
1,3618.0,,Present,2010,b'University of Victoria',,2005.0
2,3618.0,,Present,2004,b'MEF Schools',,2001.0
0,3620.0,,Present,Present,"b""Chernivci National 'Juriy Fedkovyc'\xc3\xa2\xc2\x80\xc2\x8b University""",,
1,3620.0,,Present,1992,"b""Chernivci National 'Juriy Fedkovyc' University""",,1987.0
2,3620.0,,Present,1987,b'Chernivtsi School #6',,1977.0
0,3621.0,,Present,Present,b'The University of British Columbia',,
1,3621.0,,Present,2004,b'The University of British Columbia',,2000.0
2,3621.0,,Present,1999,b'Komenius University',,1998.0
0,3622.0,,Present,Present,b'University of Northern British Columbia',,
1,3622.0,,Present,2000,b'University of Northern British Columbia',,1998.0
0,3623.0,,Present,Present,b'Alexandria University',,
1,3623.0,,Present,2015,b'University of British Columbia',,2010.0
2,3623.0,,Present,2004,b'Alexandria University',,1999.0
3,3623.0,,Present,2007,b'Alexandria University',,2006.0
0,3624.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Rennes I',,
1,3624.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de La Rochelle',,
2,3624.0,,Present,2006,b'Universit\xc3\x83\xc2\xa9 de La Rochelle',,2003.0
3,3624.0,,Present,2008,b'Universit\xc3\x83\xc2\xa9 de Rennes I',,2006.0
0,3626.0,,Present,Present,b'University of Alberta',,
1,3626.0,,4,2001,b'University Of Alberta',9.0,1997.0
0,3629.0,,Present,Present,b'\xc3\x83\xc2\x89cole de technologie sup\xc3\x83\xc2\xa9rieure',,
1,3629.0,,Present,2003,b'Coll\xc3\x83\xc2\xa8ge G\xc3\x83\xc2\xa9rald-Godin',,1999.0
2,3629.0,,Present,2006,b'Game Institue',,2005.0
3,3629.0,,Present,2007,b'Universit\xc3\x83\xc2\xa9 du Qu\xc3\x83\xc2\xa9bec - Ecole de Technologie sup\xc3\x83\xc2\xa9rieure',,2003.0
0,3634.0,,Present,Present,b'Simon Fraser University',,
1,3634.0,,Present,Present,b'British Columbia Institute of Technology',,
2,3634.0,,Present,2012,b'British Columbia Institute of Technology',,2010.0
3,3634.0,,Present,2003,b'Simon Fraser University',,1999.0
4,3634.0,,Present,2010,b'British Columbia Institute of Technology',,2008.0
0,3635.0,,Present,Present,b'Vancouver Film School',,
1,3635.0,,Present,Present,"b'Universidad Bonaterra, A.C.'",,
2,3635.0,,Present,2008,b'Vancouver Film School',,2007.0
3,3635.0,,Present,2006,"b'Universidad Bonaterra, A.C.'",,2006.0
4,3635.0,,Present,2006,"b'Universidad Bonaterra, A.C.'",,2000.0
0,3636.0,,Present,Present,"b""Xi'an Jiaotong University""",,
1,3636.0,,Present,2002,"b""Xi'an Jiaotong University""",,1998.0
0,3641.0,,Present,Present,b'Bar-Ilan University',,
1,3641.0,,Present,2005,b'Bar-Ilan University',,2002.0
0,3644.0,,Present,2007,"b'FATEPI \xc3\xa2\xc2\x80\xc2\x93 University of Technology of Piau\xc3\x83\xc2\xad, Teresina \xc3\xa2\xc2\x80\xc2\x93 PI, Brazil'",,2003.0
0,3645.0,,Present,Present,b'Simon Fraser University',,
1,3645.0,,Present,Present,b'University of Waterloo',,
2,3645.0,,Present,1993,b'Simon Fraser University',,1988.0
3,3645.0,,Present,1987,b'University of Waterloo',,1984.0
0,3646.0,,Present,Present,b'University of Tasmania',,
1,3646.0,,Present,2004,b'University of Tasmania',,2001.0
0,3647.0,,Present,Present,b'Lule\xc3\x83\xc2\xa5 University of Technology',,
1,3647.0,,Present,2006,"b'Ensem, Engineer school, Nancy,France'",,2003.0
2,3647.0,,Present,2006,b'Lule\xc3\x83\xc2\xa5 tekniska universitet / Lule\xc3\x83\xc2\xa5 University of Technology',,2005.0
0,3650.0,,Present,Present,b'British Columbia Institute of Technology',,
1,3650.0,,Present,2013,b'British Columbia Institute of Technology',,2012.0
0,3651.0,,Present,Present,b'University of Waterloo',,
1,3651.0,,Present,2006,b'University of Waterloo',,2003.0
0,3652.0,,Present,Present,b'University of Waterloo',,
1,3652.0,,Present,2006,b'University of Waterloo',,2001.0
0,3654.0,,Present,Present,b'Universidade Est\xc3\x83\xc2\xa1cio de S\xc3\x83\xc2\xa1',,
1,3654.0,,Present,2004,b'Universidade Est\xc3\x83\xc2\xa1cio de S\xc3\x83\xc2\xa1',,2000.0
0,3656.0,,Present,1999,"b'Nanjing University of posts and communications,'",,1995.0
0,3657.0,,Present,Present,b'Fachhochschule Wiener Neustadt',,
1,3657.0,,Present,1999,b'Fachhochschule Wiener Neustadt',,1995.0
0,3659.0,,Present,1998,b'Lyc\xc3\x83\xc2\xa9e Jean Perrin',,1996.0
1,3659.0,,Present,2000,b'IIRIAM',,1998.0
0,3660.0,,Present,Present,b'Langara College',,
1,3660.0,,Present,1998,b'RCC',,1996.0
2,3660.0,,Present,2012,"b'Ryerson, The Java Institute, UBC, Online, etc'",,1998.0
3,3660.0,,Present,2005,b'Langara College',,2002.0
0,3663.0,,6,2000,b'Cyclone Arts & Technologies',9.0,1999.0
0,3666.0,,Present,Present,b'Far Eastern State Technical University',,
1,3666.0,,Present,1995,b'Far Eastern State Technical University',,1990.0
2,3666.0,,Present,Present,b'Various exams/certifications',,1998.0
0,3667.0,,Present,Present,b'University of Windsor',,
1,3667.0,,Present,2007,b'University of Windsor',,2004.0
0,3668.0,,Present,Present,b'University of Manitoba',,
1,3668.0,,Present,Present,b'Red River College',,
2,3668.0,,Present,1999,b'Red River College',,1998.0
3,3668.0,,Present,2000,b'Red River College',,1999.0
4,3668.0,,Present,1997,b'University of Manitoba',,1995.0
0,3669.0,,Present,Present,b'University of Science and Technology Beijing',,
1,3669.0,,Present,2000,b'University of Science and Technology Beijing',,1996.0
2,3669.0,,Present,1996,b'Beijing No.5 High School',,1993.0
0,3671.0,,Present,Present,b'Ryerson University',,
1,3671.0,,Present,2005,b'Ryerson University',,2001.0
0,3672.0,,Present,Present,b'British Columbia Institute of Technology',,
1,3672.0,,Present,Present,b'Universidade Cruzeiro do Sul',,
2,3672.0,,Present,2010,b'Universidade Cruzeiro do Sul',,2006.0
3,3672.0,,Present,2016,b'British Columbia Institute of Technology',,2015.0
0,3673.0,,Present,2009,b'Graduate: \t\tUniversity Presbiteriana Mackenzie School of Computing and Informatics',,2005.0
1,3673.0,,Present,2004,b'Colegio Batista Brasileiro',,2001.0
0,3674.0,,Present,Present,b'University of Victoria',,
1,3674.0,,Present,2000,b'University of Victoria',,1995.0
0,3676.0,,Present,2004,b'KIT eLearning/Liverpool University',,2001.0
0,3679.0,,Present,Present,b'University of Waterloo',,
1,3679.0,,Present,Present,b'Rutgers University',,
2,3679.0,,Present,2005,b'University of Waterloo',,2002.0
3,3679.0,,Present,2002,b'Rutgers University',,1999.0
0,3680.0,,Present,2007,b'Maisonneuve',,2004.0
0,3681.0,,Present,Present,b'Universidade Estadual de Campinas',,
1,3681.0,,Present,2006,b'Universidade Estadual de Campinas',,2004.0
2,3681.0,,Present,2004,b'Federal University of Ouro Preto',,2000.0
0,3685.0,,Present,Present,b'Universidade Federal do Rio de Janeiro',,
1,3685.0,,Present,2005,b'Universidade Federal do Rio de Janeiro',,1998.0
0,3686.0,,Present,Present,b'Universidade Federal de Pernambuco',,
1,3686.0,,Present,2008,b'Universidade Federal de Pernambuco',,2003.0
0,3687.0,,Present,Present,b'British Columbia Institute of Technology',,
1,3687.0,,Present,Present,b'The University of British Columbia',,
2,3687.0,,Present,1998,b'The University of British Columbia',,1994.0
3,3687.0,,Present,2001,b'British Columbia Institute of Technology',,1999.0
0,3688.0,,Present,Present,b'University of Waterloo',,
1,3688.0,,Present,2004,b'University of Waterloo',,1999.0
0,3689.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Technologie de Belfort-Montb\xc3\x83\xc2\xa9liard',,
1,3689.0,,Present,2003,b'Universit\xc3\x83\xc2\xa9 de Technologie de Belfort-Montb\xc3\x83\xc2\xa9liard',,1998.0
0,3690.0,,Present,Present,b'The Art Institute of Vancouver',,
0,3691.0,,Present,Present,b'Universidade Anhembi Morumbi',,
1,3691.0,,Present,1999,b'FECAP - Funda\xc3\x83\xc2\xa7\xc3\x83\xc2\xa3o Escola de Com\xc3\x83\xc2\xa9rcio \xc3\x83\xc2\x81lvares Penteado',,1997.0
2,3691.0,,Present,2010,b'FIAP - Faculdade de Inform\xc3\x83\xc2\xa1tica e Administra\xc3\x83\xc2\xa7\xc3\x83\xc2\xa3o Paulista',,2009.0
0,3698.0,,Present,Present,b'The University of Manchester',,
1,3698.0,,Present,2010,b'The University of Manchester',,2006.0
0,3699.0,,Present,Present,b'The University of British Columbia',,
1,3699.0,,Present,2009,b'The University of British Columbia',,2004.0
2,3699.0,,Present,2004,b'Vancouver Technical Secondary',,1999.0
0,3700.0,,Present,Present,b'Simon Fraser University',,
1,3700.0,,Present,1998,b'Claremont Secondary',,1995.0
2,3700.0,,Present,2005,b'Simon Fraser University',,1998.0
0,3701.0,,Present,Present,b'Reykjavik University',,
1,3701.0,,Present,Present,b'IT-Universitetet i K\xc3\x83\xc2\xb8benhavn',,
2,3701.0,,Present,2000,b'Kvennask\xc3\x83\xc2\xb3linn \xc3\x83\xc2\xad Reykjav\xc3\x83\xc2\xadk',,1996.0
3,3701.0,,Present,2006,b'IT-Universitetet i K\xc3\x83\xc2\xb8benhavn',,2004.0
4,3701.0,,Present,2003,b'Reykjavik University',,2000.0
0,3720.0,,Present,Present,b'ISAE-SUPAERO',,
1,3720.0,,Present,2005,b'ISAE-SUPAERO',,2002.0
2,3720.0,,Present,2000,b'Lycee',,1997.0
3,3720.0,,Present,2002,b'CP Joffre',,2000.0
4,3720.0,,Present,Present,b'ISAE-SUPAERO',,
0,3722.0,,Present,2000,b'Centre NAD',,1999.0
0,3726.0,,Present,Present,b'University of Manitoba',,
1,3726.0,,Present,2009,b'University of Manitoba',,2004.0
2,3726.0,,Present,2004,b'University of Manitoba',,2000.0
0,3728.0,,Present,Present,b'Concordia University',,
1,3728.0,,Present,Present,b'Ecole nationale sup\xc3\x83\xc2\xa9rieure des Beaux-Arts',,
2,3728.0,,Present,1997,b'Ecole nationale sup\xc3\x83\xc2\xa9rieure des Beaux-Arts',,1996.0
3,3728.0,,Present,Present,b'Concordia University',,
0,3739.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Montr\xc3\x83\xc2\xa9al',,
1,3739.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 Laval',,
2,3739.0,,Present,2007,b'University of Montreal',,2006.0
3,3739.0,,Present,2003,b'Universit\xc3\x83\xc2\xa9 Laval',,2000.0
0,3740.0,,Present,Present,b'\xc3\x83\xc2\x89cole de technologie sup\xc3\x83\xc2\xa9rieure',,
1,3740.0,,Present,2009,b'C\xc3\x83\xc2\xa9gep de Sherbrooke',,2006.0
2,3740.0,,Present,2014,b'\xc3\x83\xc2\x89cole de technologie sup\xc3\x83\xc2\xa9rieure',,2010.0
0,3742.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 du Qu\xc3\x83\xc2\xa9bec \xc3\x83\xc2\xa0 Montr\xc3\x83\xc2\xa9al',,
1,3742.0,,Present,2003,b'Cegep Ahuntsic',,1999.0
2,3742.0,,Present,2008,b'Universit\xc3\x83\xc2\xa9 du Qu\xc3\x83\xc2\xa9bec \xc3\x83\xc2\xa0 Montr\xc3\x83\xc2\xa9al',,2005.0
3,3742.0,,Present,Present,b'Horizon-Jeunesse',,
0,3744.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 du Qu\xc3\x83\xc2\xa9bec \xc3\x83\xc2\xa0 Montr\xc3\x83\xc2\xa9al',,
1,3744.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 du Qu\xc3\x83\xc2\xa9bec \xc3\x83\xc2\xa0 Montr\xc3\x83\xc2\xa9al',,
2,3744.0,,Present,2011,b'Universit\xc3\x83\xc2\xa9 du Qu\xc3\x83\xc2\xa9bec \xc3\x83\xc2\xa0 Montr\xc3\x83\xc2\xa9al',,2008.0
0,3747.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 du Qu\xc3\x83\xc2\xa9bec \xc3\x83\xc2\xa0 Montr\xc3\x83\xc2\xa9al',,
1,3747.0,,Present,2008,b'Centre Nad',,2007.0
2,3747.0,,Present,2006,b'Universit\xc3\x83\xc2\xa9 du Qu\xc3\x83\xc2\xa9bec \xc3\x83\xc2\xa0 Montr\xc3\x83\xc2\xa9al',,2002.0
0,3749.0,,Present,2001,b'3D School - National Animation And Design Center',,2000.0
1,3749.0,,Present,2003,b'Hull University',,2002.0
2,3749.0,,Present,2000,b'ARCHITECTURE - Ville St-Laurent College',,1997.0
0,3750.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Bordeaux',,
1,3750.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Bordeaux',,
2,3750.0,,Present,2005,b'ESTEI - Ecole Sup\xc3\x83\xc2\xa9rieure des Technologies Electroniques Informatiques',,2004.0
3,3750.0,,Present,2004,b'Universit\xc3\x83\xc2\xa9 Bordeaux I',,2002.0
4,3750.0,,Present,2011,b'Learning Tree International',,2011.0
0,3753.0,,Present,Present,b'Supinfocom Group',,
1,3753.0,,Present,Present,"b""Institut sup\xc3\x83\xc2\xa9rieur d'Architecture 'Saint-Luc'\xc3\xa2\xc2\x80\xc2\x8b de Bruxelles""",,
2,3753.0,,Present,Present,"b""Institut sup\xc3\x83\xc2\xa9rieur d'Architecture de la Communaut\xc3\x83\xc2\xa9 fran\xc3\x83\xc2\xa7aise - 'La Cambre'\xc3\xa2\xc2\x80\xc2\x8b""",,
3,3753.0,,Present,1999,"b""Institut sup\xc3\x83\xc2\xa9rieur d'Architecture 'Saint-Luc' de Bruxelles""",,1997.0
4,3753.0,,Present,2000,"b""Institut sup\xc3\x83\xc2\xa9rieur d'Architecture de la Communaut\xc3\x83\xc2\xa9 fran\xc3\x83\xc2\xa7aise - 'La Cambre'""",,1999.0
5,3753.0,,Present,2001,b'Supinfocom',,2000.0
0,3764.0,,Present,2003,b'FLAM',,2003.0
0,3769.0,,Present,2001,b'C\xc3\x83\xc2\xa9gep Lionel Groulx',,1998.0
1,3769.0,,Present,2006,b'Campus Ubisoft',,2005.0
0,3777.0,,Present,Present,b'Tongji University',,
1,3777.0,,Present,2005,b'Tongji University',,2001.0
0,3779.0,,Present,Present,b'HEC Montr\xc3\x83\xc2\xa9al',,
1,3779.0,,Present,Present,b'\xc3\x83\xc2\x89cole de technologie sup\xc3\x83\xc2\xa9rieure',,
2,3779.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Sherbrooke',,
3,3779.0,,Present,2015,b'HEC Montr\xc3\x83\xc2\xa9al',,2015.0
4,3779.0,,Present,2010,b'Universit\xc3\x83\xc2\xa9 de Sherbrooke',,2009.0
5,3779.0,,Present,2008,b'\xc3\x83\xc2\x89cole de technologie sup\xc3\x83\xc2\xa9rieure',,2004.0
0,3787.0,,Present,2008,b'Campus Ubisoft',,2007.0
1,3787.0,,Present,2005,b'Cegep \xc3\x83\xc2\x89douard-Montpetit',,2002.0
0,3788.0,,Present,Present,b'Dawson College',,
1,3788.0,,Present,2011,b'Dawson College',,2011.0
2,3788.0,,Present,2009,b'College Montmorency',,2006.0
3,3788.0,,Present,2012,b'Campus ADN',,2011.0
0,3799.0,,Present,2007,b'C\xc3\x83\xc2\xa9gep de Matane',,2004.0
1,3799.0,,Present,2004,b'IPESUD - StudioM',,2000.0
2,3799.0,,Present,2007,b'Collegia - Campus Ubisoft',,2007.0
0,3800.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 du Qu\xc3\x83\xc2\xa9bec en Outaouais',,
1,3800.0,,Present,2002,b'Universit\xc3\x83\xc2\xa9 du Qu\xc3\x83\xc2\xa9bec en Outaouais',,1998.0
2,3800.0,,Present,2007,b'Campus Ubisoft',,2006.0
0,3802.0,,Present,Present,"b""\xc3\x83\xc2\x89cole des arts num\xc3\x83\xc2\xa9riques, de l'animation et du design (NAD)""",,
1,3802.0,,Present,2008,b'campus ubisoft',,2007.0
2,3802.0,,Present,1998,"b""\xc3\x83\xc2\x89cole des arts num\xc3\x83\xc2\xa9riques, de l'animation et du design (NAD)""",,1997.0
3,3802.0,,Present,Present,"b""\xc3\x83\xc2\x89cole des arts num\xc3\x83\xc2\xa9riques, de l'animation et du design (NAD)""",,
4,3802.0,,Present,2008,b'campus ubisoft',,2007.0
5,3802.0,,Present,1998,"b""\xc3\x83\xc2\x89cole des arts num\xc3\x83\xc2\xa9riques, de l'animation et du design (NAD)""",,1997.0
0,3816.0,,Present,Present,b'Nova Scotia Community College',,
1,3816.0,,Present,2002,b'Nova Scotia Community College',,2000.0
2,3816.0,,Present,2009,b'ConceptArt.Org / NextGen Atelier',,2008.0
0,3819.0,,Present,2001,b'ICARI',,2001.0
1,3819.0,,Present,2000,b'C\xc3\x83\xc2\xa9gep du vieux-Montreal',,1997.0
0,3828.0,,Present,Present,b'McGill University',,
1,3828.0,,Present,2012,b'McGill University',,2008.0
2,3828.0,,Present,2008,b'CIV Centre International de Valbonne - Sophia Antipolis',,2001.0
0,3831.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Sherbrooke',,
1,3831.0,,Present,2005,b'Universit\xc3\x83\xc2\xa9 de sherbrooke',,2001.0
0,3834.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Picardie Jules Verne (Amiens)',,
1,3834.0,,Present,2010,b'ENJMIN',,2008.0
2,3834.0,,Present,2007,b'Universit\xc3\x83\xc2\xa9 de Picardie Jules Verne (Amiens)',,2004.0
0,3844.0,,Present,Present,b'The University of Tokyo',,
1,3844.0,,Present,Present,b'K\xc3\x83\xc2\xb8benhavns Universitet',,
2,3844.0,,Present,2007,b'The University of Tokyo',,2003.0
3,3844.0,,Present,2002,b'K\xc3\x83\xc2\xb8benhavns Universitet',,1994.0
0,3847.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Sherbrooke',,
1,3847.0,,Present,Present,b'Universitat Ramon Llull',,
2,3847.0,,Present,2008,b'Universitat Ramon Llull',,2002.0
3,3847.0,,Present,2009,b'Universit\xc3\x83\xc2\xa9 de Sherbrooke',,2008.0
4,3847.0,,Present,2008,b'Universitat Ramon Llull',,2002.0
0,3848.0,,Present,Present,b'University of Toronto',,
1,3848.0,,Present,2001,b'University of Toronto Schools',,
2,3848.0,,Present,2005,b'University of Toronto',,2001.0
0,3849.0,,Present,Present,b'Universitatea \xc3\xa2\xc2\x80\xc2\x9eAlexandru Ioan Cuza\xc3\xa2\xc2\x80\xc2\x9d din Ia\xc3\x88\xc2\x99i',,
1,3849.0,,Present,Present,b'Concordia University',,
2,3849.0,,Present,2016,b'Concordia University',,2011.0
3,3849.0,,Present,2010,b'Concordia University',,2006.0
0,3850.0,,Present,Present,b'The University of Hull',,
1,3850.0,,Present,Present,b'Lancaster University',,
2,3850.0,,Present,2006,b'The University of Hull',,2005.0
3,3850.0,,Present,2005,b'Lancaster University',,2002.0
0,3854.0,,Present,Present,b'\xc3\x83\xc2\x89cole Polytechnique de Montr\xc3\x83\xc2\xa9al',,
1,3854.0,,Present,2007,b'Coll\xc3\x83\xc2\xa8ge Andr\xc3\x83\xc2\xa9-Grasset',,2005.0
2,3854.0,,Present,2011,b'Universit\xc3\x83\xc2\xa9 de Montr\xc3\x83\xc2\xa9al - Ecole polytechnique de Montr\xc3\x83\xc2\xa9al',,2007.0
