cand_id,country,endYear,name,startYear
1667,AU,Present,b'Monash University',
1668,AU,Present,b'Monash University',
1668,AU,Present,b'Macquarie University',
1668,AU,2006,b'Macquarie University',2003
1668,AU,2002,b'Tara Anglican School For Girls',1990
1668,AU,2010,b'Monash University',2008
1669,AU,Present,b'Macquarie University',
1669,AU,2003,b'Macquarie University',2000
1671,AU,Present,b'Macquarie University',
1671,AU,1999,b'Macquarie University',
1673,NZ,Present,b'University of Otago',
1673,NZ,2007,b'University of Otago',2004
1676,AU,Present,b'University of Sydney',
1676,AU,2002,b'University of Sydney',1999
1678,AU,Present,b'University of Newcastle',
1678,AU,1992,b'Chevalier College',1987
1678,AU,1995,b'University of Newcastle',1993
1682,GB,Present,b'Edinburgh Napier University',
1682,GB,1991,b'Edinburgh Napier University',1987
1683,IT,Present,b'SDA Bocconi',
1683,DE,Present,b'Squared Online',
1683,,Present,b'Panepistimion Pireos',
1683,DE,2015,b'Squared Online',2014
1683,IT,2002,b'SDA Bocconi',2000
1683,,1999,b'Panepistimion Pireos',1995
1684,GB,Present,b'Birmingham City University',
1684,GB,1997,b'Bromsgrove',1995
1684,GB,2002,b'Birmingham City University',1997
1684,BH,1995,b'Bahrain School',1992
1685,AU,Present,b'UNSW',
1685,AU,2001,b'University of New South Wales',1998
1685,AU,1997,b'Caringbah High School',1992
1686,AU,Present,b'University of Adelaide',
1686,AU,2006,b'University of Adelaide',2003
1686,AU,2007,b'University of Adelaide',2007
1686,AU,2006,b'University of Adelaide',2003
1687,GB,Present,b'University of Brighton',
1687,GB,Present,b'University of Brighton',
1687,GB,Present,"b'The Kings School in Macclesfield, Cheshire, England'",
1689,,Present,b'Murdoch University',
1689,AU,2014,b'Curtin University of Technology',2011
1689,AU,2006,b'Murdoch University',2003
1693,IE,Present,b'University College Cork',
1693,IE,Present,b'University of Limerick',
1693,DE,Present,b'Squared Online',
1693,IE,2004,b'University College Cork',2003
1693,DE,2015,b'Squared Online',2015
1693,IE,2003,b'University of Limerick',1999
1694,AU,Present,b'University of Technology Sydney',
1694,AU,2000,"b'University of Technology, Sydney'",1998
1698,IE,Present,b'National College of Ireland',
1698,IE,2000,b'National College of Ireland',1996
1699,AU,Present,b'Monash University',
1699,AU,1998,b'Monash University',1994
1699,US,1992,b'Melbourne High School',1990
1700,AU,Present,b'Monash University',
1700,CA,2003,"b'Simon Fraser University, BC Canada'",2003
1700,AU,2006,b'Monash University',2005
1700,AU,2005,b'Monash University',2000
1702,AU,Present,b'Mumbrella Digital School',2014
1702,,2007,b'Interpreter Services - Australian Multi Lingual Services\xc3\xa2\xc2\x80\xc2\x8e',2002
1702,AU,Present,b'OTEN Western Sydney Institute',2014
1702,AU,Present,b'Mumbrella Digital School',2014
1702,,2007,b'Interpreter Services - Australian Multi Lingual Services\xc3\xa2\xc2\x80\xc2\x8e',2002
1702,AU,Present,b'OTEN Western Sydney Institute',2014
1704,CA,Present,b'Western University',
1704,CA,1990,b'The University of Western Ontario',1986
1704,CA,1990,b'St. Andrews College',1986
1704,CA,1990,b'The University of Western Ontario',1986
1705,AU,Present,b'Macquarie University',
1705,AU,1994,b'Macquarie University',1992
1707,GB,Present,b'London Metropolitan University',
1707,GB,Present,b'Stratford Business School',2017
1707,GB,Present,b'London Metropolitan University',
1707,GB,Present,b'London Metropolitan University',
1709,AU,Present,b'University of Sydney',
1709,AU,1999,b'University of Sydney',1996
1711,PH,Present,b'Ateneo de Manila University',
1711,PH,2004,b'Ateneo de Manila University',2000
1718,AU,Present,b'Monash University',
1718,AU,1997,b'Monash University',1995
1718,AU,1994,b'Caulfield Grammar School',1989
1718,AU,Present,b'Monash University',
1718,AU,1997,b'Monash University',1995
1718,AU,1994,b'Caulfield Grammar School',1989
1720,AU,2010,b'Australian Institute of Company Directors',2009
1720,AU,2010,b'Australian Institute of Company Directors',2009
1723,IE,Present,b'University College Dublin',
1723,IE,1999,b'University College Dublin',1996
1723,IE,1996,b'St Conleths',1988
1723,IE,Present,b'University College Dublin',
1723,IE,1999,b'University College Dublin',1996
1723,IE,1996,b'St Conleths',1988
1724,GB,Present,b'Loughborough University',
1724,GB,1995,b'Loughborough University',1992
1724,GB,Present,b'Loughborough University',
1724,GB,1995,b'Loughborough University',1992
1728,VE,Present,b'Universidad Cat\xc3\x83\xc2\xb3lica Andr\xc3\x83\xc2\xa9s Bello',
1728,VE,2010,b'Universidad Cat\xc3\x83\xc2\xb3lica Andr\xc3\x83\xc2\xa9s Bello',2005
1728,VE,2004,b'Cristo Rey - Altamira',1990
1732,AU,1993,b'University of Sydney',1990
1732,AU,1989,b'Marist Sisters College',1984
1732,AU,2001,b'North Sydney TAFE',2000
1733,AU,Present,b'Western Sydney University',
1733,AU,Present,b'Western Sydney University',
1737,AU,Present,b'University of Sydney',
1737,AU,2010,b'University of Sydney',2008
1738,GB,Present,b'Barking College of Technology',
1738,GB,1987,b'The Campion School',1983
1738,GB,Present,b'Barking College of Technology',
1738,GB,1987,b'The Campion School',1983
1739,AU,Present,b'Curtin University',
1739,AU,Present,b'Curtin University',
1739,AU,Present,b'Applecross High School',
1739,AU,Present,b'Curtin University',
1739,AU,Present,b'Curtin University',
1739,AU,Present,b'Curtin University',
1739,AU,Present,b'Applecross High School',
1739,AU,Present,b'Curtin University',
1740,PL,Present,b'University of Wroclaw',
1740,,Present,b'Uniwersytet Ekonomiczny we Wroc\xc3\x85\xc2\x82awiu (daw. Akademia Ekonomiczna im. Oskara Langego we Wroc\xc3\x85\xc2\x82awiu)',
1740,,2005,b'Uniwersytet Ekonomiczny we Wroc\xc3\x85\xc2\x82awiu (daw. Akademia Ekonomiczna im. Oskara Langego we Wroc\xc3\x85\xc2\x82awiu)',2000
1740,PL,2005,b'University of Wroclaw',2003
1740,,Present,b'Uniwersytet Ekonomiczny we Wroc\xc3\x85\xc2\x82awiu (daw. Akademia Ekonomiczna im. Oskara Langego we Wroc\xc3\x85\xc2\x82awiu)',
1740,PL,Present,b'University of Wroclaw',
1740,,2005,b'Uniwersytet Ekonomiczny we Wroc\xc3\x85\xc2\x82awiu (daw. Akademia Ekonomiczna im. Oskara Langego we Wroc\xc3\x85\xc2\x82awiu)',2000
1740,PL,2005,b'University of Wroclaw',2003
1741,US,1998,b'IBMC',1996
1741,US,1998,b'IBMC',1996
1742,GB,1998,b'Spilsby High',1993
1742,GB,1998,b'Spilsby High',1993
1744,AU,Present,b'UNSW',
1744,AU,2005,b'UNSW',2000
1744,AU,Present,b'UNSW',
1744,AU,2005,b'UNSW',2000
1745,GB,Present,b'Desborough',
1745,GB,Present,b'Desborough',
1746,GB,Present,b'Nottingham Trent University',
1746,GB,1996,b'Nottingham Trent University',1993
1746,GB,1993,b'Stockport Grammar School',1986
1746,GB,Present,b'Nottingham Trent University',
1746,GB,1996,b'Nottingham Trent University',1993
1746,GB,1993,b'Stockport Grammar School',1986
1752,AU,2010,b'JMC Academy',2007
1758,DE,Present,b'University of Mannheim',
1758,,Present,b'National University of Singapore',
1758,SG,Present,b'Raffles Institution',
1758,,2011,b'National University of Singapore',2007
1758,SG,2006,b'Raffles Junior College',2005
1758,DE,2009,b'University of Mannheim',2009
1759,AU,Present,b'Macquarie University',
1759,AU,1996,b'Hunter Institute of Technology',1993
1759,AU,2001,b'Macquarie University',1999
1760,AU,Present,b'University of Wollongong',
1760,AU,2009,b'University of Wollongong',2006
1763,AU,Present,b'University of Wollongong',
1763,AU,2004,b'University of Wollongong',2001
1765,IN,2004,b'S.I.W.S college',2002
1765,IN,2004,b'S.I.W.S college',2002
1766,AU,2004,b'Brigidine College Randwick',1998
1766,AU,2004,b'Brigidine College Randwick',1998
1767,ZA,Present,b'Vaal University of Technology',
1767,ZA,1983,b'Vaal University of Technology',1981
1767,ZA,Present,b'Vaal University of Technology',
1767,ZA,1983,b'Vaal University of Technology',1981
1769,AU,Present,b'Western Sydney University',
1769,AU,2003,b'Western Sydney University',2001
1770,AU,Present,b'TAFE NSW',
1770,AU,2008,b'TAFE NSW',2007
1770,AU,1999,b'TAFE NSW',1997
1771,AU,Present,b'TAFE NSW',
1771,AU,Present,b'TAFE',
1771,AU,1994,b'Warners Bay High School',1987
1771,AU,Present,b'TAFE NSW',
1771,AU,Present,b'TAFE',
1771,AU,1994,b'Warners Bay High School',1987
1772,GB,Present,b'Liverpool John Moores University',
1772,GB,2000,b'Liverpool John Moores University',1996
1772,GB,Present,b'Liverpool John Moores University',
1772,GB,2000,b'Liverpool John Moores University',1996
1773,AU,Present,b'La Trobe University',
1773,AU,1992,b'La Trobe University',1989
1773,AU,Present,b'La Trobe University',
1773,AU,1992,b'La Trobe University',1989
1774,GB,Present,"b""Colfe's School""",
1774,GB,Present,b'Nottingham Trent University',
1774,GB,Present,"b""Colfe's School""",
1774,GB,2003,b'The Nottingham Trent University',2000
1774,GB,Present,"b""Colfe's School""",
1774,GB,Present,"b""Colfe's School""",
1774,GB,Present,b'Nottingham Trent University',
1774,GB,Present,"b""Colfe's School""",
1774,GB,2003,b'The Nottingham Trent University',2000
1774,GB,Present,"b""Colfe's School""",
1775,AU,Present,b'University of Melbourne',
1775,AU,2002,b'University of Melbourne',1993
1775,AU,Present,b'University of Melbourne',
1775,AU,2002,b'University of Melbourne',1993
1776,AU,Present,b'Melbourne Business School',
1776,GB,Present,b'University of York',
1776,GB,1992,b'University of York',1989
1776,AU,2003,b'Melbourne Business School',2000
1776,AU,Present,b'Melbourne Business School',
1776,GB,Present,b'University of York',
1776,GB,1992,b'University of York',1989
1776,AU,2003,b'Melbourne Business School',2000
1777,US,2001,b'Manchester University',1997
1777,GB,1997,b'City Of London School For Boys',1992
1777,US,2001,b'Manchester University',1997
1777,GB,1997,b'City Of London School For Boys',1992
1778,GB,Present,b'University of Derby',
1778,GB,1988,b'Tudor Grange',1983
1778,GB,1993,b'University of Derby',1990
1778,GB,Present,b'University of Derby',
1778,GB,1988,b'Tudor Grange',1983
1778,GB,1993,b'University of Derby',1990
1779,IE,Present,b'Dublin Business School',
1779,GB,2005,b'Institute of Commercial Management',2004
1779,IE,2006,b'Dublin Business School',2005
1780,IN,Present,b'University of Mysore',
1780,IN,Present,b'Bangalore University',
1780,IN,1994,b'Sacred Heart Girls High School',1991
1780,IN,2015,b'University of Mysore',2013
1780,IN,2005,b'Bangalore University',2003
1780,IN,Present,b'University of Mysore',
1780,IN,Present,b'Bangalore University',
1780,IN,1994,b'Sacred Heart Girls High School',1991
1780,IN,2015,b'University of Mysore',2013
1780,IN,2005,b'Bangalore University',2003
1781,AU,Present,b'Deakin University',
1781,AU,2004,b'Deakin University',2001
1781,AU,Present,b'Deakin University',
1781,AU,2004,b'Deakin University',2001
1782,GB,Present,b'Sheffield Hallam University',
1782,GB,2000,b'Sheffield Hallam University',1997
1782,GB,Present,b'Chartered Institute of Personnel & Development',1999
1782,GB,Present,b'Sheffield Hallam University',
1782,GB,2000,b'Sheffield Hallam University',1997
1782,GB,Present,b'Chartered Institute of Personnel & Development',1999
1783,AU,Present,b'Victoria University',
1783,AU,Present,b'La Trobe University',
1783,AU,2002,b'La Trobe University',1998
1783,AU,2003,b'Victoria University',2003
1783,AU,Present,b'Victoria University',
1783,AU,Present,b'La Trobe University',
1783,AU,2002,b'La Trobe University',1998
1783,AU,2003,b'Victoria University',2003
1784,AU,Present,b'Swinburne University of Technology',
1784,AU,Present,b'Kew High School',
1784,AU,2005,b'Swinburne University of Technology',2001
1784,AU,Present,b'Swinburne University of Technology',
1784,AU,Present,b'Kew High School',
1784,AU,2005,b'Swinburne University of Technology',2001
1785,AU,Present,b'TAFE NSW',
1785,AU,Present,b'Charles Sturt University',
1785,AU,2002,b'Charles Sturt University',2001
1785,AU,2011,b'TAFE',2011
1785,AU,Present,b'TAFE NSW',
1785,AU,Present,b'Charles Sturt University',
1785,AU,2002,b'Charles Sturt University',2001
1785,AU,2011,b'TAFE',2011
1786,BR,1998,b'Escola de Musica e Belas Artes do Parana',1994
1786,BR,1998,b'Escola de Musica e Belas Artes do Parana',1994
1787,GB,Present,b'The Manchester Metropolitan University',
1787,GB,2010,b'The Manchester Metropolitan University',2006
1787,GB,Present,b'The Manchester Metropolitan University',
1787,GB,2010,b'The Manchester Metropolitan University',2006
1788,AU,Present,b'Melbourne Polytechnic',
1788,AU,Present,b'Monash University',
1788,NZ,2013,b'NMIT',2013
1788,AU,2018,b'Monash University',2014
1788,AU,2011,b'Monash University',2008
1788,AU,Present,b'Melbourne Polytechnic',
1788,AU,Present,b'Monash University',
1788,NZ,2013,b'NMIT',2013
1788,AU,2018,b'Monash University',2014
1788,AU,2011,b'Monash University',2008
1789,AU,Present,b'Victoria University',
1789,AU,Present,b'Australian Human Resources Institute',
1789,AU,2015,b'Australian Human Resources Institute',2015
1789,AU,2011,b'Victoria University',2011
1789,AU,2012,b'Victoria University',2011
1790,AU,Present,b'University of Sydney',
1790,AU,Present,b'University of Newcastle',
1790,AU,1994,b'Cromer High School',1989
1790,AU,1999,b'University of Newcastle',1997
1790,AU,2014,b'Sydney University',2011
1790,AU,Present,b'University of Sydney',
1790,AU,Present,b'University of Newcastle',
1790,AU,1994,b'Cromer High School',1989
1790,AU,1999,b'University of Newcastle',1997
1790,AU,2014,b'Sydney University',2011
1794,AU,Present,b'RMIT University',
1794,AU,Present,b'Australian Institute of Business',
1794,AU,2011,b'RMIT University',2010
1794,AU,2015,b'Australian Institute of Business',2014
1794,AU,2010,b'Asthma Foundation Victoria',2010
1794,AU,Present,b'RMIT University',
1794,AU,Present,b'Australian Institute of Business',
1794,AU,2011,b'RMIT University',2010
1794,AU,2015,b'Australian Institute of Business',2014
1794,AU,2010,b'Asthma Foundation Victoria',2010
1795,GB,Present,b'University of Leeds',
1795,GB,1999,b'University of Leeds',1996
1795,GB,Present,b'Hurstpierpoint College',
1795,GB,Present,b'University of Leeds',
1795,GB,1999,b'University of Leeds',1996
1795,GB,Present,b'Hurstpierpoint College',
1796,US,1989,b'Pembroke',1985
1796,,2016,b'Conflict Solvers',2016
1796,,2017,b'Employer Branding College',2016
1796,US,1989,b'Pembroke',1985
1796,,2016,b'Conflict Solvers',2016
1796,,2017,b'Employer Branding College',2016
1797,AU,Present,b'The University of Western Australia',
1797,AU,2004,b'The University of Western Australia',2000
1797,AU,Present,b'The University of Western Australia',
1797,AU,2004,b'The University of Western Australia',2000
1798,AU,Present,b'University of New England (AU)',
1798,GB,1981,b'Newbold College',1978
1798,AU,1992,b'University of New England (AU)',1990
1798,PH,1978,b'Far Eastern Academy',1977
1798,AU,Present,b'University of New England (AU)',
1798,GB,1981,b'Newbold College',1978
1798,AU,1992,b'University of New England (AU)',1990
1798,PH,1978,b'Far Eastern Academy',1977
1799,FR,1999,b'Nantes',1997
1799,US,1994,b'Salina High School',1993
1799,FR,1996,"b""Universit\xc3\x83\xc2\xa9 Catholique de l'Ouest""",1994
1800,GB,Present,b'The University of Hull',
1800,US,Present,b'University of South Carolina-Columbia',
1800,GB,2005,b'The University of Hull',2000
1800,US,2002,b'University of South Carolina-Columbia',2001
1800,GB,Present,b'The University of Hull',
1800,US,Present,b'University of South Carolina-Columbia',
1800,GB,2005,b'The University of Hull',2000
1800,US,2002,b'University of South Carolina-Columbia',2001
1801,AU,Present,b'PLC Armidale',
1801,AU,Present,b'PLC Armidale',
1802,GB,Present,b'Anglia Ruskin University',
1802,GB,1988,b'Anglia Ruskin University',1988
1802,GB,1987,"b'The Marlborough College, Cambridge'",1987
1802,GB,1985,"b""Queen's Gate School, South Kensington, London""",1983
1802,GB,Present,b'Anglia Ruskin University',
1802,GB,1988,b'Anglia Ruskin University',1988
1802,GB,1987,"b'The Marlborough College, Cambridge'",1987
1802,GB,1985,"b""Queen's Gate School, South Kensington, London""",1983
1803,AU,Present,b'Swinburne University of Technology',
1803,US,Present,b'General Assembly',
1803,AU,2013,b'Swinburne University of Technology',2013
1803,US,2016,b'General Assembly',2016
1803,AU,2014,b'Swinburne University of Technology',2013
1804,AU,Present,b'The University of Queensland',
1804,AU,Present,b'Swinburne University of Technology',
1804,AU,2007,b'The University of Queensland',1998
1804,AU,2012,b'Swinburne University of Technology',2009
1804,AU,Present,b'The University of Queensland',
1804,AU,Present,b'Swinburne University of Technology',
1804,AU,2007,b'The University of Queensland',1998
1804,AU,2012,b'Swinburne University of Technology',2009
1805,GB,Present,b'University of Hertfordshire',
1805,US,1990,b'Cliff Park High School',1988
1805,GB,1996,b'University of Hertfordshire',1993
1805,GB,Present,b'University of Hertfordshire',
1805,US,1990,b'Cliff Park High School',1988
1805,GB,1996,b'University of Hertfordshire',1993
1806,US,2004,b'Saint Ignatius College',1991
1806,US,2004,b'Saint Ignatius College',1991
1807,AU,Present,b'University of New England (AU)',
1807,AU,Present,b'Charles Sturt University',
1807,AU,1993,b'University of New England (AU)',1991
1807,AU,1998,b'Charles Sturt University',1996
1807,AU,Present,b'University of New England (AU)',
1807,AU,Present,b'Charles Sturt University',
1807,AU,1993,b'University of New England (AU)',1991
1807,AU,1998,b'Charles Sturt University',1996
1808,NZ,Present,b'Victoria University of Wellington',
1808,NZ,2000,b'Victoria University of Wellington',1998
1808,AU,1997,b'Central Institute of Technology',1996
1809,IN,Present,b'AIM Education & Training',
1809,AU,Present,b'UNSW',
1809,AU,1995,b'University of New South Wales',1993
1809,AU,1997,b'University of New South Wales',1996
1809,AU,Present,b'Australian Institute of Management',2016
1809,IN,Present,b'AIM Education & Training',
1809,AU,Present,b'UNSW',
1809,AU,1995,b'University of New South Wales',1993
1809,AU,1997,b'University of New South Wales',1996
1809,AU,Present,b'Australian Institute of Management',2016
1810,AU,Present,b'University of Melbourne',
1810,AU,2003,b'University of Melbourne',2000
1810,AU,Present,b'University of Melbourne',
1810,AU,2003,b'University of Melbourne',2000
1811,NZ,Present,b'University of Auckland',
1811,NZ,1981,b'University of Auckland',1977
1812,AU,Present,b'University of Technology Sydney',
1812,AU,1995,b'University of Technology Sydney',1991
1812,AU,1990,b'SCECGS Redlands',1984
1813,IN,Present,b'AIM Education & Training',
1813,BH,Present,b'University of Bahrain',
1813,AU,2009,b'Australian Institute of Management',2008
1813,BH,1990,b'University of Bahrain',1988
1813,IN,1976,b'La Martinere Girls School',1970
1815,AU,Present,b'University of Canberra',
1815,AU,2003,b'University of Canberra',1990
1815,AU,1989,b'Daramalan College',1988
1815,US,1987,b'St Francis Xavier High School',1984
1816,AU,Present,b'Macquarie University',
1816,AU,Present,b'Macquarie University',
1816,US,2000,b'APICS',
1817,AU,Present,b'University of Technology Sydney',
1817,AU,Present,b'University of Technology Sydney',
1818,AT,Present,b'University of Applied Sciences Upper Austria',
1818,AU,Present,b'Swinburne University of Technology',
1818,AT,2006,b'University of Applied Sciences Upper Austria',2002
1818,AU,2005,b'Swinburne University of Technology',2004
1818,US,2011,b'Project Management Institute',2011
1819,US,Present,b'Clarkson University',
1819,US,1987,b'Clarkson University',1986
1819,GB,Present,b'CPA Australia',2010
1820,GB,Present,b'University of Bath',
1820,GB,Present,b'Imperial College London',
1820,GB,2001,b'Imperial College London',2000
1820,GB,1998,b'University of Bath',1995
1821,AU,Present,b'University of Southern Queensland',
1821,AU,Present,b'The University of Queensland',
1821,AU,2004,b'University of Southern Queensland',2004
1821,DE,2005,b'ITIL Foundation Certification',2005
1821,AU,2002,b'The University of Queensland',2001
1822,AU,Present,b'Melbourne Business School',
1822,AU,Present,b'Monash University',
1822,AU,2004,b'University of Melbourne - Melbourne Business School',1999
1822,AU,1995,b'Monash University',1993
1823,SG,Present,b'Temasek Polytechnic',
1823,GB,2003,b'Coventry University',2002
1823,SG,2001,b'Temasek Polytechnic',1998
1825,GB,Present,b'Henley Business School',
1825,GB,1997,b'Manchester Metropolitan University',1995
1825,GB,2009,b'Henley Management College',2008
1825,GB,2007,b'Open University',2006
1826,AU,Present,b'La Trobe University',
1826,AU,1996,b'La Trobe University',1994
1827,GB,Present,b'Eggbuckland College',
1828,AU,Present,b'University of Technology Sydney',
1828,AU,Present,"b'University of Technology, Sydney'",
1829,AU,2013,b'Australian International Education Academy',2012
1829,AU,1989,b'Craigmore High School',1984
1831,AU,Present,b'Macquarie University',
1831,AU,2008,b'Macquarie University',2005
1831,AU,2004,b'Macquarie University',1999
1832,NZ,Present,b'The University of Waikato',
1832,NZ,Present,b'Victoria University of Wellington',
1832,NZ,Present,b'Wellington Polytechnic',
1832,NZ,Present,b'University of Waikato',
1833,GB,Present,b'The University of Manchester',
1833,GB,1983,b'The University of Manchester',1979
1833,GB,1978,"b""Kendrick Girls' Grammar""",1971
1834,IN,Present,"b'Birla Institute of Technology and Science, Pilani'",
1834,IN,Present,"b'Birla Institute of Technology and Science, Pilani'",
1835,AU,Present,b'Monash University',
1835,AU,1981,b'Monash University',1977
1835,AU,1975,b'Mordiallloc Chelsea Secondary College',1969
1836,DE,Present,b'Universit\xc3\x83\xc2\xa4t des Saarlandes',
1836,DE,1990,b'Universit\xc3\x83\xc2\xa4t des Saarlandes',1983
1836,FR,1992,b'EM Lyon',1990
1838,US,Present,b'LIU Post',
1838,US,1978,"b'Long Island University, C.W. Post Campus'",1974
1838,IN,1981,b'School of Management and Computer Science',1979
1838,US,2008,b'Various',2003
1839,AU,Present,b'University of New England (AU)',
1839,AU,Present,b'Macquarie University',
1839,AU,Present,b'Australian Institute of Company Directors',
1839,US,1998,b'University of New England',1995
1839,AU,2011,b'Australian Institute of Company Directors',2011
1839,AU,1985,b'Macquarie University',1982
1840,IN,Present,b'XLRI Jamshedpur',
1840,IN,Present,"b'Birla Institute of Technology and Science, Pilani'",
1840,IN,Present,b'Birla Institute of Technology and Science',
1840,MX,2003,b'NIIT',
1840,IN,2007,b'XLRI Jamshedpur',2007
1841,GB,Present,b'Oxford Brookes University',
1841,GB,2002,b'Oxford Brookes University',1998
1841,GB,2002,b'Oxford Brookes University',1998
1842,MY,Present,b'SMTBM',
1842,MY,2002,b'University of Science Malaysia',1997
1843,AU,2007,b'Australian Institue Of Management',1999
1843,,2011,"b'Internal Teradata, Oracle, Compuware + AIM'",2002
1843,,1986,"b'Digital Equipment Corporation, France'",1985
1844,AU,Present,b'UNSW',
1844,AU,2000,b'UNSW Australia',1997
1844,US,Present,b'MLC School',
1845,GB,Present,b'Associate Member Institute of Chartered Accountants of England and Wales',
1845,GB,1986,"b'City University, London'",1983
1846,IN,Present,b'University of Allahabad',
1846,IN,1981,b'Motilal Nehru National Institute of Technology INDIA (University of Allahabad)',1977
1847,AU,Present,b'TAFE NSW',
1847,AU,Present,b'TAFE',
1848,SG,Present,b'James Cook University',
1848,AU,Present,b'Deakin University',
1848,SG,1994,b'James Cook University',1990
1849,GB,Present,"b'Goldsmiths, University of London'",
1849,GB,Present,b'University of Sussex',
1849,GB,2001,b'University of Sussex',1998
1849,GB,2002,"b'Goldsmiths College, U. of London'",2001
1850,GB,Present,b'University of Lincolnshire and Humberside',
1851,NZ,Present,b'Massey University',
1851,,2004,b'Massey University',2002
1852,DE,2006,b'Games Academy Berlin',2005
1853,IN,Present,b'AIM Education & Training',
1853,IE,Present,b'Dublin Business School',
1853,AU,2007,b'Australian Institute of Management',2005
1853,IE,1992,b'Dublin Business School',1989
1854,GB,Present,b'University of London',
1854,,Present,b'Griffith University',
1854,GB,2014,b'CPA Australia',2010
1854,,1997,b'Griffith University',1994
1854,GB,2009,b'University of London',2007
1855,CN,Present,b'Tianjin University',
1855,CN,1993,b'Tianjin University',1989
1858,,2012,b'John Maxwell - 21 Irrefutable Laws of Leadership',2012
1858,AU,2012,b'Australian Institute of Company Directors',2012
1858,US,2010,b'Sandler Sales Training',2009
1859,AU,Present,b'Charles Sturt University',
1859,AU,1991,b'Charles Sturt University',1989
1860,IN,Present,b'Shivaji University',
1860,IN,1998,b'Shivaji University',1994
1861,GB,Present,b'University of the West of England',
1861,GB,2006,b'University of the West of England',2001
1862,GB,Present,b'London South Bank University',
1862,GB,1996,b'London South Bank University',1993
1863,IN,Present,b'AIM Education & Training',
1863,NZ,Present,b'University of Otago',
1863,AU,2015,b'Australian Institute of Management',2015
1863,NZ,2005,b'University of Otago',2002
1863,NZ,2001,b'The Taieri High School',1997
1868,BE,Present,b'Katholieke Hogeschool Leuven',
1869,BE,Present,b'Universit\xc3\x83\xc2\xa9 catholique de Louvain',
1869,BE,Present,b'Solvay Brussels School',
1869,BE,Present,b'Vrije Universiteit Brussel',
1869,BE,1975,b'Vrije Universiteit Brussel',1969
1869,BE,Present,b'Solvay Brussels School',
1869,BE,Present,b'Universit\xc3\x83\xc2\xa9 catholique de Louvain',
1870,BE,Present,b'Universit\xc3\x83\xc2\xa9 libre de Bruxelles',
1870,IL,Present,b'Tel Aviv University',
1870,BE,1995,b'Universit\xc3\x83\xc2\xa9 libre de Bruxelles',1991
1870,IL,1999,b'Tel Aviv University',1996
1871,BE,Present,b'Hogeschool Antwerpen',
1871,BE,1998,b'Hogeschool Antwerpen',1994
1873,US,1998,b'Pius X',1992
1879,SE,2009,b'Qualified Person',2009
1879,IN,1995,b'Firefighting Troop',1994
1879,US,2007,b'Project Management Institute',2007
1882,FR,Present,b'Universit\xc3\x83\xc2\xa9 Claude Bernard Lyon 1',
1882,FR,Present,b'Paris-Sud University (Paris XI)',
1882,FR,2006,b'Universit\xc3\x83\xc2\xa9 Claude Bernard (Lyon I)',2000
1882,FR,2006,b'Paris-Sud University (Paris XI)',2005
1883,BE,Present,b'Universit\xc3\x83\xc2\xa9 catholique de Louvain',
1883,BE,2003,b'Universit\xc3\x83\xc2\xa9 catholique de Louvain',2002
1883,BE,2002,b'Universit\xc3\x83\xc2\xa9 catholique de Louvain',1997
1883,BE,1997,b'Lyc\xc3\x83\xc2\xa9e Martin V',1991
1886,BE,Present,b'Universit\xc3\x83\xc2\xa9 catholique de Louvain',
1886,BE,2008,b'Universit\xc3\x83\xc2\xa9 catholique de Louvain',2001
1887,BE,Present,b'Katholieke Hogeschool Leuven',
1887,BE,Present,b'Sint-Ursula Lyceum Lier',
1887,BE,1991,b'Rega Institute Catholic University Leuven KUL',1989
1888,BE,Present,b'Vrije Universiteit Brussel',
1888,BE,1995,b'Regina Caelilyceum - Dilbeek',1989
1888,BE,2002,b'Vrije Universiteit Brussel',1996
1891,BE,Present,b'KU Leuven',
1891,BE,1999,b'Katholieke Universiteit Leuven',
1891,BE,2001,b'Katholieke Universiteit Leuven',
1892,AU,2008,b'David Begg',2006
1892,IE,1996,b'University College Cork',1992
1892,IE,1999,b'University College Cork',1996
1893,NL,Present,b'HAS University of Applied Sciences',
1893,NL,Present,b'Wageningen University & Research',
1893,BE,Present,b'Vlerick Business School',
1893,BE,2014,b'Vlerick Leuven-Gent Management School',2013
1893,NL,1993,b'HAS University of Applied Sciences',1989
1893,NL,1997,b'Wageningen University & Research',1993
1894,FR,Present,b'Paris-Sud University (Paris XI)',
1894,FR,2003,b'Universit\xc3\x83\xc2\xa9 Paris Sud (Paris XI)',2000
1894,FR,2000,b'Lyc\xc3\x83\xc2\xa9e Rotrou',1998
1894,FR,2004,"b""Universit\xc3\x83\xc2\xa9 Pole Europ\xc3\x83\xc2\xa9en de Gestion et d'Economie de Strabourg""",2003
1896,BE,Present,b'University of Antwerp',
1896,BE,1995,b'University of Antwerp',1990
1897,US,Present,b'Industrial pharmacist',
1901,BE,Present,b'Universit\xc3\x83\xc2\xa9 catholique de Louvain',
1901,,2004,b'/',2004
1901,BE,1998,b'Universit\xc3\x83\xc2\xa9 catholique de Louvain',1992
1901,BE,1996,b'Universit\xc3\x83\xc2\xa9 catholique de Louvain',1996
1903,BE,Present,b'Universit\xc3\x83\xc2\xa9 libre de Bruxelles',
1903,BE,2002,b'Universit\xc3\x83\xc2\xa9 libre de Bruxelles',1997
1903,BE,2007,b'Universit\xc3\x83\xc2\xa9 libre de Bruxelles',2002
