cand_id,country,endYear,name,startYear
0,US,Present,b'Foothill College',
0,CZ,2007,b'ASEM',2002
0,US,2006,b'MSU',2001
0,US,Present,b'Foothill College',
1,CN,Present,b'Lanzhou University',
1,CN,2003,b'Lanzhou University',1999
1,CN,2006,b'Lanzhou University',2003
2,US,Present,b'Udacity',
2,RU,2010,b'Kuban State University',2005
2,US,2016,b'Udacity',2015
3,US,2007,b'Michigan Techological University',2005
4,US,Present,b'San Francisco State University',
4,BY,1991,b'Belarusian State Agrarian Technical University',1985
4,US,2003,b'San Francisco State University',2002
4,ET,1984,b'Addis Ababa Tegbareed Industrial Technology College',1982
5,CA,Present,b'Ryerson University',
5,CA,2006,b'Ryerson University',2001
6,US,Present,b'Oakland Community College',
6,US,Present,b'Central Michigan University',
6,US,Present,b'De Anza College',
6,US,1999,b'De Anza College',1997
6,US,2000,b'Oakland Community College',1999
6,US,2003,b'Central Michigan University',2000
7,RU,Present,b'Novosibirsk State University (NSU)',
7,RU,Present,b'Novosibirsk State University (NSU)',
8,US,Present,b'Drexel University',
8,US,Present,b'Philadelphia University',
8,US,1994,b'Philadelphia University',1992
8,US,1998,b'Delaware Technical Community College',1996
8,US,2007,b'Drexel University',2000
9,US,Present,"b'University of California, Santa Cruz'",
9,PH,Present,b'University of the Philippines',
9,US,Present,b'Stanford University',
9,US,2004,"b'University of California, Santa Cruz'",2002
9,PH,1990,b'University of the Philippines',1985
9,US,1993,b'Stanford University',1991
10,US,Present,b'Old Dominion University',
10,US,Present,b'Eastern Washington University',
10,US,Present,b'University of Idaho',
10,US,1986,b'University of Idaho',1985
10,US,1987,b'Eastern Washington University',1986
10,US,1989,b'Old Dominion University',1988
11,US,Present,b'University of Michigan',
11,US,2008,b'University of Michigan',2003
11,US,Present,b'University of Michigan',
11,US,2008,b'University of Michigan',2003
12,CN,Present,b'Tsinghua University',
12,CN,2000,b'Tsinghua University',1991
13,CN,Present,b'Zhejiang University',
13,HK,Present,b'The University of Hong Kong',
13,US,Present,b'Arizona State University',
13,HK,2006,b'The University of Hong Kong',2005
13,CN,2007,b'Zhejiang University',2002
13,US,2009,b'Arizona State University',2007
14,US,Present,b'California Polytechnic State University-San Luis Obispo',
14,US,2009,b'California Polytechnic State University-San Luis Obispo',
15,IN,Present,b'Cochin University of Science and Technology',
15,IN,2004,b'Cochin University of Science and Technology',2000
16,US,Present,b'University of Pennsylvania',
16,US,Present,b'New York University',
16,US,2003,b'University of Pennsylvania',1999
16,US,1998,b'New York University',1996
16,US,Present,b'University of Pennsylvania',
16,US,Present,b'New York University',
16,US,2003,b'University of Pennsylvania',1999
16,US,1998,b'New York University',1996
17,US,Present,b'Ohlone College',
17,US,2007,b'Ohlone College',2003
17,US,2007,b'Ohlone College',2003
18,CA,Present,b'University of Waterloo',
18,CN,Present,b'Beijing University of Technology',
18,CA,2003,b'University of Waterloo',2001
18,CN,1996,b'Beijing University of Technology',1991
19,US,Present,b'Northeastern University',
19,US,Present,"b'old orchard beach, maine'",
19,US,1998,b'Northeastern University',1992
20,US,Present,b'Carnegie Mellon University',
20,US,Present,b'Carnegie Mellon University',
20,US,Present,b'MAIS',
20,IN,Present,b'PESIT',
22,US,Present,"b'University of California, Santa Cruz'",
22,US,2009,"b'University of California, Santa Cruz'",2005
23,,Present,b'Williams College',
23,US,Present,b'Brandeis University',
23,,2000,b'Williams College',1996
23,US,2003,b'Brandeis University',2002
24,US,Present,"b'University of California, Los Angeles'",
24,US,Present,b'UCLA Anderson School of Management',
24,US,1976,"b'University of California, Los Angeles'",1972
24,US,1986,b'UCLA Anderson School of Management',1984
25,IN,1997,b'Bangalore University',1995
25,IN,Present,b'Bangalore University',
26,US,Present,b'Texas A&M University',
26,IN,2008,b'SreeNidhi Institute of Science and Technology',2004
26,US,2011,b'Texas A&M University',2009
27,US,Present,b'Columbia Engineering',
27,US,Present,b'Georgia Institute of Technology',
27,US,Present,b'Mt. Hebron High School',
27,US,2003,b'Georgia Institute of Technology',1998
27,US,2010,b'Columbia University - Fu Foundation School of Engineering and Applied Science',2007
28,AU,Present,b'UNSW',
28,AU,2007,b'University of New South Wales',2003
29,US,Present,b'University of Washington',
29,US,Present,b'Udacity',
29,US,2016,b'Udacity',2016
29,US,2006,b'Bellevue College',2003
29,US,2009,b'University of Washington',2007
30,US,Present,b'University of Colorado Colorado Springs',
30,US,2004,b'Arapahoe Community College',2001
30,US,2014,b'University of Colorado Colorado Springs',2008
30,US,2008,b'University of Colorado Colorado Springs',2004
31,US,Present,"b'University at Albany, SUNY'",
31,US,Present,"b'University of California, Davis'",
31,US,Present,b'SUNY Albany',
31,US,1997,"b'University of California, Davis'",1995
32,US,Present,b'Arizona State University',
32,US,2002,b'Arizona State University',1998
33,,Present,"b""National Technical University of Ukraine 'Kyiv Polytechnic Institute'\xc3\xa2\xc2\x80\xc2\x8b""",
33,UA,2005,"b""National Technical University of Ukraine 'Kyiv Polytechnic Institute'""",2000
34,DO,Present,b'Universidad APEC',
34,US,Present,b'Georgia Institute of Technology',
34,DO,2009,b'Universidad APEC',2004
34,US,2019,b'Georgia Institute of Technology',2016
34,US,Present,b'iCarnegie - Cargenie Mellon University',
35,IN,Present,b'University of Mumbai',
35,US,Present,b'Northeastern University',
35,US,2011,b'Northeastern University',2009
35,IN,2007,b'Thakur College of Engineering & Technology',2003
35,IN,2007,b'University of Mumbai',2003
36,US,Present,b'San Diego State University-California State University',
36,US,2009,b'San Diego State University-California State University',2004
37,US,Present,b'University of Southern California',
37,IN,Present,b'University of Mumbai',
37,US,Present,b'Stanford University Graduate School of Business',
37,IN,2007,b'University of Mumbai',2003
37,US,2008,b'University of Southern California',2007
37,US,2015,b'Stanford University Graduate School of Business',2015
38,RU,Present,b'National Research Nuclear University MEPhI (Moscow Engineering Physics Institute)',
38,US,Present,b'University of Utah',
38,US,Present,b'Stanford University',
38,US,1998,b'University of Utah',1993
38,US,2006,b'Stanford University',2006
38,RU,1993,b'National Research Nuclear University (former Moscow Engineering Physics Institute)',1986
39,US,Present,b'University of Rochester',
39,IN,Present,b'University of Mumbai',
39,US,Present,b'Santa Clara University',
39,IN,2007,b'University of Mumbai',2003
39,US,2011,b'University of Rochester',2009
39,US,2017,b'Santa Clara University',2017
40,US,Present,b'Georgia Institute of Technology',
40,US,2004,b'Georgia Institute of Technology',1999
41,US,Present,b'Stanford University',
41,US,2012,b'Stanford University',2012
41,CL,2008,b'Communication School of DUOC Universidad Cat\xc3\x83\xc2\xb3lica',2004
41,US,Present,b'Stanford University',
41,US,2012,b'Stanford University',2012
41,CL,2008,b'Communication School of DUOC Universidad Cat\xc3\x83\xc2\xb3lica',2004
42,US,Present,b'University of Washington',
42,US,Present,"b'University of California, Berkeley'",
42,US,2011,b'University of Washington',2010
42,US,2010,b'University of Washington',2010
42,US,1993,"b'University of California, Berkeley'",1988
43,US,Present,b'William & Mary',
43,US,1982,b'The College of William and Mary',1979
44,US,Present,b'New Jersey Institute of Technology',
44,IN,Present,b'University of Mumbai',
44,US,2007,b'New Jersey Institute of Technology',2006
44,IN,2005,b'University of Mumbai',2001
45,US,Present,b'Clemson University',
45,US,Present,b'Clemson University',
46,IN,1986,b'Institute of Computer Management School of Business',1984
46,US,1984,b'Garfield Heights High School',1982
47,IN,Present,b'Delhi College of Engineering',
47,US,Present,b'The University of Texas at Austin',
47,US,Present,"b'University of California, Berkeley, Haas School of Business'",
47,US,2007,b'The University of Texas at Austin',2005
47,US,2018,"b'University of California, Berkeley, Haas School of Business'",2015
47,IN,2005,b'Delhi College of Engineering',2001
49,US,Present,b'Missouri University of Science and Technology',
49,US,2001,b'Missouri University of Science and Technology',1999
49,IN,1994,b'K.L.E College',1992
49,IN,1998,b'M.S. Ramaiah Inst of Technology',1994
50,US,Present,"b'University of California, Berkeley'",
50,US,2007,b'UC Berkeley',2005
51,US,Present,b'Rensselaer Polytechnic Institute',
51,US,2003,b'Harvey School',2000
51,US,2007,b'Rensselaer Polytechnic Institute',2003
52,US,Present,b'Lane Community College',
52,US,Present,"b'University of California, Los Angeles'",
52,US,Present,"b'University of California, Los Angeles'",
52,US,Present,b'Lane Community College',
53,US,Present,b'Washington State University',
53,US,1998,b'Washington State University',1993
54,US,Present,b'California Polytechnic State University-San Luis Obispo',
54,US,1994,b'California Polytechnic State University-San Luis Obispo',1992
54,US,Present,b'Saratoga High School',
55,US,Present,"b'University of California, Santa Barbara'",
55,US,Present,b'California College of the Arts',
55,US,2011,b'California College of the Arts',2009
55,US,2009,"b'University of California, Santa Barbara'",2005
56,US,Present,"b'University of California, Berkeley, Haas School of Business'",
56,US,Present,"b'University of California, Berkeley'",
56,US,2018,"b'University of California, Berkeley, Haas School of Business'",
56,US,2009,"b'University of California, Berkeley'",
56,US,Present,"b'University of California, Berkeley, Haas School of Business'",
56,US,Present,"b'University of California, Berkeley'",
56,US,2018,"b'University of California, Berkeley, Haas School of Business'",
56,US,2009,"b'University of California, Berkeley'",
57,GB,Present,b'Imperial College London',
57,CA,Present,"b""Queen's University""",
57,CA,2008,"b""Queen's University""",2004
57,GB,2009,b'Imperial College London',2008
58,BD,Present,b'Southeast University (BD)',
58,CN,1994,b'SouthEast University',1990
59,US,Present,b'Bellevue College',
59,US,Present,b'Seattle University',
59,US,2004,b'Seattle University',2002
59,US,2002,b'Bellevue College',2000
60,US,Present,b'Valparaiso University',
60,US,Present,b'NYU Stern School of Business',
60,US,Present,b'Valparaiso University',
60,US,2007,b'NYU Stern School of Business',2005
60,US,Present,b'Valparaiso University',
60,US,Present,b'NYU Stern School of Business',
60,US,Present,b'Valparaiso University',
60,US,2007,b'NYU Stern School of Business',2005
61,US,Present,b'Rensselaer Polytechnic Institute',
61,,2008,"b'Shanghi Institute of Technical Physics (SITP), Chinese Academy of Science, Shanghai, China)'",2005
61,US,2012,b'Rensselaer Polytechnic Institute',2008
61,US,2012,b'Rensselaer Polytechnic Institute',2008
62,,Present,b'Universit\xc3\x83\xc2\xa9 Pierre Mend\xc3\x83\xc2\xa8s-France (Grenoble II)',
62,US,Present,"b'University of California, Santa Cruz'",
62,US,1995,b'University of California Santa Cruz',1992
62,,1996,b'Universit\xc3\x83\xc2\xa9 Pierre Mend\xc3\x83\xc2\xa8s-France (Grenoble II)',1995
63,US,Present,b'Purdue University',
63,US,2009,b'Purdue University',2005
64,US,Present,b'Carnegie Mellon University - Tepper School of Business',
64,IN,Present,b'Anna University',
64,IN,2006,b'Anna University',2002
64,IN,2002,b'Shri Anand Jain Vidyalaya',2000
64,US,2019,b'Carnegie Mellon University - Tepper School of Business',2016
66,US,Present,b'DigiPen Institute of Technology',
66,US,Present,b'University of Florida',
66,US,2009,b'Digipen Institute of Technology',2007
66,US,2002,b'University of Florida',1998
67,US,Present,b'University of Cincinnati',
67,US,Present,b'University of Cincinnati',
67,US,Present,b'University of Cincinnati',
67,US,Present,b'University of Cincinnati',
68,US,Present,"b'University of California, Los Angeles'",
68,US,2012,"b'University of California, Los Angeles'",2008
69,US,Present,b'University of Illinois at Urbana-Champaign',
69,US,2000,b'University of Illinois at Urbana-Champaign',1996
69,US,1995,b'Montgomery Blair High School',1993
69,US,1996,b'Walt Whitman High School',1995
70,PL,2011,"b'University of Information Technology and Management in Rzeszow, Poland'",2010
70,UA,2010,"b'National University of Food Technologies in Kyiv, Ukraine'",2006
71,US,Present,b'Michigan State University',
71,US,2005,b'Michigan State University',2001
73,TW,Present,b'National Taiwan University',
73,US,Present,b'University of Michigan - School of Information',
73,US,2010,b'University of Michigan - School of Information',2008
73,TW,2008,b'National Taiwan University',2004
74,IN,Present,b'Bangalore University',
74,US,Present,b'Santa Clara University Leavey School of Business',
74,IN,2008,b'Bangalore University',2005
74,US,2011,b'Santa Clara University - Leavey School of Business',2009
75,JP,Present,b'The University of Tokyo',
75,JP,1987,b'The University of Tokyo',1982
75,US,1996,b'Stanford University',1995
76,US,Present,b'College of DuPage',
76,US,Present,b'University of Illinois at Chicago',
76,US,2007,b'University of Illinois at Chicago',2004
76,US,2004,b'College of DuPage',2002
77,US,Present,b'University of Washington',
77,IN,Present,"b'Indian Institute of Technology, Kanpur'",
77,US,2005,b'University of Washington',2001
77,US,2001,b'University of Washington',1998
77,IN,1998,"b'Indian Institute of Technology, Kanpur'",1994
78,RU,Present,b'Tula State University',
78,RU,2008,b'Tula State University',2002
79,GB,Present,b'Falmouth University',
79,GB,2004,b'Falmouth University',2000
80,US,Present,b'Bentley University',
80,IE,Present,b'University College Dublin',
80,IE,2006,b'University College Dublin',2006
80,US,2007,b'Bentley University',2003
80,US,Present,b'Bentley University',
80,IE,Present,b'University College Dublin',
80,IE,2006,b'University College Dublin',2006
80,US,2007,b'Bentley University',2003
81,US,Present,b'University of Connecticut School of Business',
81,US,2008,b'University of Connecticut School of Business',2004
82,RU,Present,b'Novosibirsk State Academy of Water Transport (NSAWT)',
82,,Present,b'Maritime State University named after Admiral G.I. Nevelsky (MSU)',
82,US,2007,"b'Los Altos Computer School, Los Altos, CA'",2006
82,,1983,b'Maritime State University named after Admiral G.I. Nevelsky (MSU)',1979
82,RU,1991,b'Novosibirsk State Academy of Water Transport (NSAWT)',1986
83,US,Present,b'Arizona State University',
83,US,Present,b'Arizona State University',
83,US,2004,b'Arizona State University',2000
83,US,Present,b'Arizona State University',
83,US,Present,b'Arizona State University',
83,US,2004,b'Arizona State University',2000
84,US,Present,"b'University of California, Santa Cruz'",
84,US,Present,b'Santa Clara University Leavey School of Business',
84,US,2012,b'Santa Clara University - Leavey School of Business',2009
84,US,2002,"b'University of California, Santa Cruz'",2000
84,US,Present,b'Piedmont Hills High School',
85,US,Present,b'Arizona State University',
85,US,Present,b'Arizona State University',
85,US,Present,b'Arizona State University',
85,US,Present,b'Arizona State University',
86,IN,1999,b'Mumbai University',1995
87,BR,Present,b'Universidade de S\xc3\x83\xc2\xa3o Paulo',
87,BR,Present,b'Universidade de S\xc3\x83\xc2\xa3o Paulo',
87,BR,2009,b'Universidade de S\xc3\x83\xc2\xa3o Paulo',2006
88,US,Present,b'Cornell University',
88,US,2008,b'Cornell University',2004
89,US,Present,b'Stanford University',
89,US,Present,b'New York University',
89,US,2012,b'Stanford University',2012
89,US,2008,b'New York University',2005
89,US,2013,b'Cooper U',2013
90,CN,Present,b'Tianjin University',
90,US,Present,b'University of Louisiana at Lafayette',
90,CN,Present,b'Tianjin University',
90,US,2012,b'University of Louisiana at Lafayette',2007
90,CN,Present,b'Tianjin University',
91,US,Present,b'California Polytechnic State University-San Luis Obispo',
91,US,2002,b'California Polytechnic State University-San Luis Obispo',1996
92,US,1999,b'Microsoft Training',1999
92,US,2006,b'Symantec',2005
92,IN,2005,b'VMware Education',2004
93,IN,Present,b'Fergusson College',
93,IN,Present,b'University of Pune',
93,DE,1991,b'Dastur',1980
93,IN,1993,b'Fergusson College',1991
93,IN,1997,b'University of Pune',1993
94,EG,Present,b'Ain Shams University',
94,EG,2003,b'Ain Shams University',1999
95,VN,2005,b'Hanoi Law University (Vietnam)',2003
96,US,Present,b'University of Houston',
96,US,2001,b'Cypress Springs High School',1997
96,US,2005,b'University of Houston',2001
97,CA,Present,b'University of Toronto',
97,CA,1999,b'University of Toronto',1995
99,IN,Present,b'Visvesvaraya Technological University',
99,US,Present,b'University of Delaware',
99,US,2012,b'University of Delaware',2007
99,IN,2006,b'Visvesvaraya Technological University',2002
100,US,Present,b'Winona State University',
100,US,2011,b'Winona State University',2007
101,CN,Present,b'Huazhong University of Science and Technology',
101,,Present,b'Temple University',
101,,2010,b'Temple University',2006
101,CN,2006,b'Huazhong University of Science and Technology',2002
102,US,Present,b'Auburn University',
102,US,Present,b'The Creative Circus',
102,US,2011,b'Auburn University',2005
102,US,2011,b'The Creative Circus',2011
103,US,Present,b'Indiana University Bloomington',
103,IN,Present,b'International Institute of Information Technology',
103,IN,2006,b'International Institute of Information Technology',2002
103,US,2008,b'Indiana University Bloomington',2006
104,US,Present,b'University of Southern California',
104,US,Present,"b'University of California, Los Angeles'",
104,US,Present,"b'University of California, Los Angeles'",
104,US,1994,b'University of Southern California',1990
104,US,1996,b'University of Southern California',1990
105,US,Present,b'The Johns Hopkins University',
105,US,Present,"b'University of California, Berkeley'",
105,US,1997,"b'University of California, Berkeley'",1992
105,US,2006,b'The Johns Hopkins University',1998
106,US,Present,b'San Jose State University',
106,US,1990,b'San Jose State University',1988
106,US,1998,b'San Jose State University',1995
107,IN,Present,b'Indian Institute of Science (IISc)',
107,IN,Present,b'Kakatiya University',
107,IN,2005,b'Indian Institute of Science',2003
107,IN,2003,b'Kakatiya University',1999
108,US,Present,"b'University of California, Santa Barbara'",
108,US,Present,b'University of Washington',
108,US,2015,b'University of Washington',2015
108,US,2004,"b'University of California, Santa Barbara'",1998
109,FR,Present,b'Ecole Nationale des Ponts et Chauss\xc3\x83\xc2\xa9es',
109,FR,2010,b'Ecole nationale des Ponts et Chauss\xc3\x83\xc2\xa9es',2006
109,FR,2005,b'lycee du Parc',2003
110,IN,Present,"b'Birla Institute of Technology and Science, Pilani'",
110,IN,2006,b'Govt. Engineering College Bartonhill Trivandrum',2002
110,IN,2013,b'Birla Institute of Technology and Science',2009
111,US,Present,"b'Capital College, Pennsylvania State University'",
111,TH,Present,b'Chulalongkorn University',
111,US,2015,"b'Capital College, Pennsylvania State University'",2013
111,,2007,b'Chulalongkorn Mahawitthayalai',2004
112,FR,1991,b'IUT Aix en Provence',1989
112,,1994,b'ESSI -Ecole Superieure des Sciences Informatiques',1991
113,CA,Present,b'Simon Fraser University',
113,US,Present,b'Virginia Tech',
113,US,2010,b'Virginia Polytechnic Institute and State University',2007
113,CA,2006,b'Simon Fraser University',2004
114,IN,Present,"b'Indian Institute of Technology, Madras'",
114,IN,Present,"b'Indian Institute of Technology, Madras'",
115,US,Present,b'San Francisco State University',
115,US,Present,"b'University of California, Davis'",
115,US,2001,"b'University of California, Davis'",1997
115,US,2007,b'San Francisco State University',2004
115,US,2010,b'San Francisco State University',2007
116,JP,Present,b'J.F.Oberlin University',
116,US,Present,b'Northeastern University',
116,US,2011,b'Northeastern University',2010
116,JP,2009,b'J.F.Oberlin University',2009
116,US,2010,b'Northeastern University',2006
117,US,Present,b'Arizona State University',
117,US,2000,b'Arizona State University',1996
119,US,Present,b'University of California San Diego',
119,US,Present,"b'University of California, Davis - School of Law'",
119,US,Present,"b'University of California, Davis - School of Law'",
119,US,Present,"b'University of California, San Diego'",
120,KR,Present,b'Keimyung University',
120,FR,Present,b'EPITECH - European Institute of Technology',
120,FR,2013,b'EPITECH - European Institute of Technology',2008
120,,2012,b'\xc3\xaa\xc2\xb3\xc2\x84\xc3\xab\xc2\xaa\xc2\x85\xc3\xab\xc2\x8c\xc2\x80\xc3\xad\xc2\x95\xc2\x99\xc3\xaa\xc2\xb5\xc2\x90 / Keimyung University',2011
121,US,Present,"b'University of California, Santa Cruz'",
121,US,1988,"b'University of California, Santa Cruz'",1984
122,US,Present,b'The George Washington University',
122,GB,Present,"b'Syracuse University Study Abroad (London, England)'",
122,US,Present,b'The George Washington University',
123,US,Present,b'Arizona State University',
123,US,2002,b'Arizona State University',2000
123,IN,2000,b'V.N.R. Vignana Jyothi Institute of Engineering and Technology',1996
123,IN,Present,b'Little Flower Junior College',
124,US,Present,b'Stetson University',
124,US,2001,b'Stetson University',1997
124,US,2005,b'Winter Park Tech',2004
124,US,2006,b'Stetson University',2004
125,US,Present,b'State College of Florida-Manatee-Sarasota',
125,US,Present,b'University of Central Florida',
125,US,2003,b'Manatee Community College',2000
125,US,2013,b'University of Central Florida',2009
125,US,2005,b'University of Central Florida',2003
126,HN,2007,b'Universidad Tecnol\xc3\x83\xc2\xb3gica Centroamericana (UNITEC)',1999
126,US,2011,b'Purdue University',2008
127,CN,Present,b'Nanjing University',
127,CN,Present,b'Peking University',
127,CN,2001,b'Nanjing University',1997
127,CN,2007,b'Peking University',2004
128,CN,Present,b'Dalian University of Technology',
128,CN,2002,b'Dalian University of Technology',2000
128,CN,2000,b'Dalian University of Technology',1996
129,US,Present,b'University of Utah',
129,CN,Present,b'Beijing Jiaotong University',
129,US,2015,b'University of Utah',2013
129,CN,Present,b'Beijing Jiaotong University',
130,IN,Present,b'PSG College of Technology',
130,IN,2006,b'PSG College of Technology',2002
131,US,Present,b'Maharishi University of Management',
131,US,2017,b'Maharishi University of Management',2014
131,VN,2012,b'FPT University',2008
132,IN,Present,b'Motilal Nehru National Institute Of Technology',
132,US,Present,b'Texas A&M University',
132,IN,2006,b'Motilal Nehru National Institute Of Technology',2002
132,US,2010,b'Texas A&M University',2008
133,LB,Present,b'International College',
133,LB,Present,b'American University of Beirut',
133,LB,2003,b'American University of Beirut',2001
133,LB,2001,b'American University of Beirut',1998
133,LB,1998,b'International College',1989
134,US,Present,b'Santa Rosa Junior College',
134,US,Present,b'Harvey Mudd College',
134,US,2004,b'Santa Rosa Junior College',2002
134,US,2008,b'Harvey Mudd College',2004
135,US,Present,b'San Francisco State University',
135,GB,Present,b'Brunel University London',
135,GB,2010,b'Brunel University',2009
135,US,2011,b'San Francisco State University',2008
136,CA,Present,b'McMaster University',
136,CA,2012,b'McMaster University',2007
137,US,Present,b'Arizona State University',
137,US,1999,b'Arizona State University',1995
137,US,1999,b'Arizona State University',1995
138,FR,Present,b'Universit\xc3\x83\xc2\xa9 Paris Dauphine',
138,FR,2005,b'Universit\xc3\x83\xc2\xa9 Paris Dauphine',2004
138,FR,2006,b'Universit\xc3\x83\xc2\xa9 Paris Dauphine',2005
139,IN,Present,b'University of Pune',
139,IN,Present,b'University of Pune',
140,US,Present,b'Maine College of Art',
140,US,Present,b'Academy of Art University',
140,US,2006,b'Maine College of Art',2004
140,US,2010,b'Academy of Art University',2008
141,US,Present,b'Maharishi University of Management',
141,CN,Present,b'Tianjin University',
141,CN,2004,b'Tianjin University',2000
141,US,2013,b'Maharishi University of Management',2011
142,US,Present,b'San Jose State University',
142,US,Present,b'California Polytechnic State University-San Luis Obispo',
142,US,Present,b'San Jose State University',
142,US,Present,b'California Polytechnic State University-San Luis Obispo',
143,US,Present,b'Orange Coast College',
143,US,Present,"b'California State University, Fullerton'",
143,US,2006,b'Orange Coast College',2004
143,US,2009,b'California State University-Fullerton',2006
144,US,Present,b'Riverside City College',
144,US,Present,b'Shasta College',
144,US,2001,b'Shasta College',2000
144,US,2007,b'Riverside Community College',2007
145,US,Present,b'University of Washington',
145,US,2011,b'University of Washington',2008
146,US,Present,"b'University of California, Davis'",
146,US,Present,"b'University of California, Davis'",
147,US,Present,b'San Diego City College',
147,US,Present,b'San Diego State University-California State University',
147,US,2008,b'San Diego State University-California State University',2004
147,US,2008,b'San Diego City College',2008
148,CZ,Present,b'Czech Technical University in Prague',
148,CZ,2014,"b'Czech Technical University in Prague, Faculty of Electrical Engineering'",2012
148,CZ,2012,"b'Czech Technical University in Prague, Faculty of Electrical Engineering'",2009
148,CZ,2012,b'Czech Technical University',
149,US,Present,b'Massachusetts Institute of Technology',
149,US,2008,b'Massachusetts Institute of Technology',2004
150,IN,Present,b'Anna University',
150,US,Present,"b'Southern Illinois University, Carbondale'",
150,IN,2012,b'Anna University',2008
150,US,2013,"b'Southern Illinois University, Carbondale'",2012
151,US,Present,b'City College of San Francisco',
151,,Present,b'Wheaton College',
151,US,Present,b'University of Kansas',
152,US,Present,b'Anne Arundel Community College',
152,US,Present,b'University of Maryland Baltimore County',
152,US,2002,b'Anne Arundel Community College',2001
152,US,2005,b'University of Maryland Baltimore County',2003
153,US,Present,b'UCLA',
154,IN,Present,b'Indira Gandhi National Open University',
154,IN,Present,"b'Birla Institute of Technology and Science, Pilani'",
154,IN,Present,b'Manipal University',
154,IN,2002,b'Manipal Academy of Higher Education',1999
154,IN,2005,b'IGNOU',2002
154,IN,2011,b'Birla Institute of Technology and Science',2009
155,NL,Present,b'Leiden University',
155,US,Present,"b'University of California, Hastings College of the Law'",
155,US,Present,b'Rutgers University',
155,NL,1998,b'Leiden University',1997
155,US,2003,"b'University of California, Hastings College of the Law'",2000
155,US,1999,"b'Rutgers, The State University of New Jersey-New Brunswick'",1995
156,BY,Present,b'Belarusian State University',
156,BY,2005,b'Belarusian State University',2000
157,TW,Present,b'National Taiwan University',
157,US,Present,b'Georgia Institute of Technology',
157,US,2012,b'Georgia Institute of Technology',2010
157,TW,2009,b'National Taiwan University',2005
158,CA,Present,b'The University of British Columbia',
158,CA,1994,b'The University of British Columbia',1992
158,CA,1999,b'The University of British Columbia',1994
159,EG,Present,b'The American University in Cairo',
159,EG,2000,b'The American University in Cairo',1997
159,EG,1996,b'The American University in Cairo',1991
160,US,Present,b'The University of Kansas',
160,US,Present,b'Golden Gate University',
160,US,Present,b'University of Arizona - Eller College of Management',
160,US,1982,"b'University of Arizona, Eller College of Management'",1981
160,US,1989,b'Golden Gate University',1985
160,US,1977,b'University of Kansas',1972
161,US,Present,b'University of Oregon',
161,US,Present,b'Rochester Institute of Technology',
161,US,Present,b'University of Oregon',
161,US,Present,b'Rochester Institute of Technology',
161,US,Present,b'Brighton High School',
162,IN,Present,"b'Indian Institute of Technology, Madras'",
162,US,Present,b'Stanford University',
162,US,1992,b'Stanford University',1989
162,IN,1987,"b'Indian Institute of Technology, Madras'",1983
163,US,Present,"b'Isenberg School of Management, UMass Amherst'",
163,US,Present,b'University at Buffalo',
163,US,Present,b'University of Miami',
163,US,2003,b'University at Buffalo',2001
163,US,2014,b'University of Massachusetts at Amherst - Isenberg School of Management',2012
163,US,2006,b'University of Miami',2004
164,DE,Present,b'Ulm University',
164,DE,Present,b'The University of Freiburg',
164,DE,1996,b'Ulm University',1990
164,DE,1999,b'The University of Freiburg',1996
165,US,Present,b'University of Michigan-Dearborn',
165,US,2009,b'University of Michigan-Dearborn',2006
166,US,Present,b'University of California San Diego',
166,US,2004,b'University of California San Diego',2001
167,IN,Present,b'Jadavpur University',
167,IN,Present,"b""St.Xavier's School,Durgapur""",
167,IN,2006,b'Jadavpur University',2002
168,US,Present,b'University of Maine',
168,US,1999,b'University of Maine',1995
169,US,Present,b'State University of New York at Delhi',
169,US,Present,b'University of Connecticut',
169,US,1976,b'State University of New York at Delhi',1974
169,US,1983,b'The University of Connecticut',1980
170,US,Present,b'Rutgers University',
170,,2001,"b'Rutgers University, Cook College'",1996
170,US,2010,"b'Rutgers, Center for Management Development'",2010
170,,2001,"b'Rutgers, The State University of New Jersey-New Brunswick'",1996
171,US,Present,b'Northern Illinois University',
171,,Present,b'University of South Alabama',
171,US,Present,b'Santa Clara University',
171,US,Present,b'University of South Alabama',
171,,Present,b'Northern Illinois University',
171,US,2015,b'Santa Clara University',2009
172,,Present,b'North Carolina State University',
172,,2010,b'Sri Venkateswara College Of Engineering',2006
172,US,2014,b'North Carolina State University',2013
173,IN,Present,b'Jawaharlal Nehru Technological University',
173,,2008,b'Jawaharlal Nehru Technological University',2004
173,US,Present,b'DPS',
174,,Present,b'Purdue University',
174,,2013,b'Purdue University',2009
175,,Present,b'International Institute of Information Technology \xc3\xa2\xc2\x80\xc2\x93 Bangalore',
175,IN,2006,"b'Vidya Jyothi Institute of Technology, Hyderabad'",2002
175,,2008,b'International Institute of Information Technology \xc3\xa2\xc2\x80\xc2\x93 Bangalore',2006
175,,2000,b'Andhra Association School',1995
176,US,Present,b'University of California Irvine',
177,,Present,b'University of Washington',
177,,1994,b'University of Washington',1992
178,IN,Present,"b'Birla Institute of Technology and Science, Pilani'",
178,IN,Present,b'Symbiosis Institute of Management Studies',
178,,2002,b'Symbiosis Institute of Management Studies',2000
178,,2002,"b'Birla Institute of Technology and Science, Pilani'",1998
179,,Present,b'Jawaharlal Nehru Technological University',
179,,2001,b'Jawaharlal Nehru Technological University',1999
179,,2006,b'Seattle University',2004
180,,Present,b'Santa Clara University',
