,cand_id,country,endMonth,endYear,locationName,name,startMonth,startYear
1,681.0,US,8,2015,San Francisco,PlanChat,9.0,2013.0
2,681.0,US,8,2013,San Francisco Bay Area,"RealPage, Inc.",12.0,2012.0
3,681.0,US,12,2012,San Francisco Bay Area,"Propertyware, Inc., a division of Realpage",3.0,2012.0
4,681.0,US,Present,Present,San Francisco Bay Area,Google,1.0,2017.0
0,682.0,US,8,2014,"Austin, TX",HomeAway.com,8.0,2011.0
1,682.0,US,5,2010,,"BP3 Global, Inc.",7.0,2008.0
2,682.0,US,Present,Present,"Austin, Texas Area",HomeAway.com,3.0,2017.0
3,682.0,US,3,2017,,HomeAway.com,8.0,2014.0
4,682.0,US,8,2011,"Austin, TX",HomeAway.com,5.0,2010.0
5,682.0,US,10,2006,,Texas 4000 for Cancer,8.0,2005.0
6,682.0,US,6,2009,,Austin Partners in Education,12.0,2008.0
0,683.0,US,1,2013,Princeton NJ,Niksun,6.0,2011.0
1,683.0,,4,2009,,nabbr.com,10.0,2008.0
2,683.0,US,6,2016,Greater New York City Area,"RSA, The Security Division of EMC",2.0,2013.0
3,683.0,US,5,2011,,Scivantage,5.0,2009.0
4,683.0,CH,Present,Present,"ZÃ¼rich Area, Switzerland",Microsoft,7.0,2016.0
0,684.0,US,Present,2013,"Seattle, WA","NVL Laboratories, Inc.",,2010.0
1,684.0,US,Present,Present,"Seattle, WA",B&C Comfort,8.0,2015.0
2,684.0,US,Present,2009,"Seattle, WA",Pace Analytical,,2006.0
3,684.0,US,8,2015,"Seattle, WA",Freelance,6.0,2014.0
0,685.0,US,Present,Present,,Consultant,7.0,2015.0
1,685.0,US,6,2014,Greater Seattle Area,Microsoft,4.0,2014.0
2,685.0,US,2,2015,Greater Seattle Area,"Expedia, Inc.",8.0,2014.0
3,685.0,US,6,2015,"Redmond, WA",Microsoft,2.0,2015.0
4,685.0,US,1,2014,"Portland, Oregon Area",Intel Corporation,6.0,2013.0
5,685.0,BR,6,2013,,Startup Weekend,9.0,2010.0
0,686.0,US,Present,Present,San Francisco Bay Area,Google,12.0,2015.0
1,686.0,US,6,2014,"Sunnyvale, CA","AlephCloud Systems, Inc.",11.0,2013.0
2,686.0,US,4,2015,"San Francisco, CA",Heroku,7.0,2014.0
3,686.0,US,9,2011,San Francisco Bay Area,Mozilla,3.0,2011.0
4,686.0,US,11,2013,,Mozilla Corporation,1.0,2012.0
5,686.0,US,8,2010,,All Hands Volunteers,7.0,2010.0
6,686.0,,6,2015,,GNOME Foundation,11.0,2014.0
7,686.0,,1,2014,,GNOME Foundation,10.0,2013.0
0,687.0,US,Present,Present,,Gearbox Software,12.0,2009.0
1,687.0,US,8,2007,,West Asset Management,2.0,2006.0
0,688.0,US,Present,Present,"sunnyvale, CA",Microsoft,7.0,2016.0
1,688.0,US,8,2013,Greater Pittsburgh Area,University of Pittsburgh,11.0,2012.0
2,688.0,US,8,2011,"Princeton, NY",Siemens Corporate Research,5.0,2011.0
3,688.0,GE,9,2015,,GE,9.0,2013.0
4,688.0,US,7,2016,"Sunnyvale, California",Yahoo,10.0,2015.0
0,689.0,US,Present,2008,,Abbott Lab,3.0,2004.0
1,689.0,US,Present,Present,,Abbott Lab,2.0,2010.0
2,689.0,US,Present,Present,"Abbott Park, IL",Abbott Labs,5.0,2013.0
3,689.0,US,Present,Present,"Wauconda,IL",Striking Arts Academy,3.0,2012.0
4,689.0,US,2,2010,,Abbott Lab,1.0,2008.0
5,689.0,US,5,2008,,Knights of Columbus,5.0,2008.0
6,689.0,,2,2010,,Single Mingle,2.0,2010.0
7,689.0,US,6,2009,,BCCO,6.0,2009.0
0,690.0,US,Present,2004,"Pasadena, Ca","Lavalab, inc.",,2001.0
1,690.0,US,Present,Present,"Glendale, CA",Disney Consumer Products,,2004.0
2,690.0,US,Present,2001,"Burbank, Ca",Disney Consumer Products,,1997.0
0,691.0,US,7,2012,"Richardson, TX",Cisco,1.0,2012.0
1,691.0,US,8,2013,,Rochester Institute of Technology: Gosnell College of Science,2.0,2013.0
2,691.0,US,2,2013,"Rochester, NY",Rochester Institute of Technology: Carlson Center for Imaging Science,5.0,2011.0
3,691.0,US,Present,Present,"Syracuse, New York Area","Thruway Fasteners, Inc.",6.0,2016.0
4,691.0,US,5,2016,"San Francisco, California",Cisco Meraki,6.0,2014.0
0,692.0,US,1,2017,,Axolotl Corp.,1.0,2011.0
1,692.0,US,Present,Present,,Cinarra Systems,1.0,2017.0
2,692.0,,11,2010,,Adify ( Cox ),6.0,2006.0
3,692.0,US,3,2006,,MSN TV,11.0,2000.0
0,693.0,US,Present,2015,Greater Atlanta Area,First Data Corporation,,2014.0
1,693.0,US,Present,Present,Greater Atlanta Area,First Data Corporation,7.0,2014.0
2,693.0,US,7,2012,"Stamford, CT",MetroWine Distribution Co,10.0,2011.0
3,693.0,US,5,2014,Greater Atlanta Area,Lunex Group,1.0,2013.0
4,693.0,US,Present,2016,Greater Atlanta Area,First Data Corporation,,2015.0
0,694.0,JP,Present,Present,"Tokyo, Japan",Acronis,6.0,2013.0
1,694.0,US,Present,Present,,Adobe Systems,,
2,694.0,US,Present,2013,,Acronis,,2013.0
0,695.0,US,10,2007,"San Jose, CA",Trianz/Cisco,6.0,2007.0
1,695.0,US,6,2007,"Sunnyvale, CA","Fujitsu Computer Systems, Inc.",10.0,2003.0
2,695.0,US,Present,Present,"San Jose, California",Cadence Design Systems,5.0,2015.0
3,695.0,US,2,2013,"Sunnyvale, California","MIPS Technologies, Inc.",11.0,2007.0
4,695.0,US,5,2015,"Santa Clara, CA","Imagination Technologies, LLC",2.0,2013.0
5,695.0,US,Present,Present,,Homestead High School Music Booster,7.0,2015.0
6,695.0,US,6,2015,,Homestead High School PTSA,7.0,2013.0
7,695.0,US,Present,Present,,Homestead High School PTSA,7.0,2015.0
0,696.0,US,9,2015,"Novato, CA",Fireman's Fund Insurance Company,11.0,2000.0
1,696.0,US,8,1994,"Northern District, San Francisco","Judge Saundra Brown Armstrong, United States District Court",6.0,1994.0
2,696.0,US,11,2000,"San Francisco, CA",Wolkin & Timpane,9.0,1996.0
3,696.0,US,8,1995,"San Rafael, CA","Ragghianti, Thomas, Montobbio & Wallace",6.0,1995.0
4,696.0,US,Present,Present,San Francisco,California Department of Insurance,12.0,2015.0
5,696.0,US,Present,Present,,Terra Linda High School Scholarship Foundation,,2013.0
6,696.0,US,Present,2016,,UC Berkeley Alumni Association,,2014.0
7,696.0,US,Present,2016,,Dixie Terra Linda Little League,,2011.0
0,697.0,,8,2011,,Mobia.tv LLC,5.0,2010.0
1,697.0,US,Present,Present,San Francisco Bay Area,OpenTable,3.0,2017.0
2,697.0,US,6,2014,"Austin, Texas",Mutual Mobile,7.0,2011.0
3,697.0,US,2,2017,San Francisco,OpenTable,6.0,2014.0
4,697.0,US,Present,Present,"Austin, Texas Area",MilkCrate,1.0,2013.0
0,698.0,US,2,2005,,BiogenIdec,7.0,2002.0
1,698.0,US,8,2007,,Sanofi-aventis,2.0,2005.0
2,698.0,,4,2002,,Phase-1 Molecular Toxicology,11.0,2000.0
3,698.0,US,6,2010,,Affymetrix,8.0,2007.0
4,698.0,US,Present,Present,,Affymetrix,,2010.0
